county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Lafayette,005 Lewisville Ward 1,U.S. Senate,,DEM,Natalie James,42,24,3,15
Lafayette,010 Lewisville Ward 2,U.S. Senate,,DEM,Natalie James,21,18,1,2
Lafayette,015 Lewisville Ward 3,U.S. Senate,,DEM,Natalie James,110,67,12,31
Lafayette,"020 Stamps Ward 1, Pct 1",U.S. Senate,,DEM,Natalie James,19,10,1,8
Lafayette,"025 Stamps Ward 1, Pct 2",U.S. Senate,,DEM,Natalie James,54,28,8,18
Lafayette,030 Stamps Ward 2,U.S. Senate,,DEM,Natalie James,52,30,3,19
Lafayette,035 Stamps Ward 3,U.S. Senate,,DEM,Natalie James,79,37,9,33
Lafayette,040 Boyd Hill,U.S. Senate,,DEM,Natalie James,22,13,4,5
Lafayette,045 Bradley City,U.S. Senate,,DEM,Natalie James,49,4,0,45
Lafayette,050 Buckner City,U.S. Senate,,DEM,Natalie James,34,22,2,10
Lafayette,055 Canfield,U.S. Senate,,DEM,Natalie James,17,7,3,7
Lafayette,060 Center,U.S. Senate,,DEM,Natalie James,23,13,5,5
Lafayette,065 Gin City,U.S. Senate,,DEM,Natalie James,18,4,1,13
Lafayette,070 Mars Hill,U.S. Senate,,DEM,Natalie James,6,6,0,0
Lafayette,075 Oak Grove,U.S. Senate,,DEM,Natalie James,1,1,0,0
Lafayette,080 Piney Grove,U.S. Senate,,DEM,Natalie James,12,8,0,4
Lafayette,085 Red River,U.S. Senate,,DEM,Natalie James,15,10,2,3
Lafayette,090 Sardis,U.S. Senate,,DEM,Natalie James,3,1,0,2
Lafayette,095 Stateline,U.S. Senate,,DEM,Natalie James,9,4,0,5
Lafayette,100 Walker Creek,U.S. Senate,,DEM,Natalie James,12,4,3,5
Lafayette,105 Lewisville Out,U.S. Senate,,DEM,Natalie James,15,6,4,5
Lafayette,"110 Stamps Ward 1, Pct 2 Out",U.S. Senate,,DEM,Natalie James,7,5,1,1
Lafayette,115 Stamps Ward 2 Out,U.S. Senate,,DEM,Natalie James,0,0,0,0
Lafayette,120 Buckner Out,U.S. Senate,,DEM,Natalie James,0,0,0,0
Lafayette,125 Bradley Out,U.S. Senate,,DEM,Natalie James,12,3,0,9
Lafayette,005 Lewisville Ward 1,U.S. Senate,,LIB,Kenneth Cates,4,3,0,1
Lafayette,010 Lewisville Ward 2,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Lafayette,015 Lewisville Ward 3,U.S. Senate,,LIB,Kenneth Cates,3,3,0,0
Lafayette,"020 Stamps Ward 1, Pct 1",U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Lafayette,"025 Stamps Ward 1, Pct 2",U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Lafayette,030 Stamps Ward 2,U.S. Senate,,LIB,Kenneth Cates,4,3,0,1
