county,precinct,office,district,party,candidate,votes,provisional,early_vote,absentee,election_day
Cross,"Bay Village, Birdeye",U.S. Senate,,DEM,Natalie James,23,0,11,0,12
Cross,Cherry Valley City,U.S. Senate,,DEM,Natalie James,29,0,6,0,23
Cross,Hickory Ridge City,U.S. Senate,,DEM,Natalie James,8,0,0,0,8
Cross,Hickory Ridge Township,U.S. Senate,,DEM,Natalie James,7,0,4,0,3
Cross,Mitchell,U.S. Senate,,DEM,Natalie James,22,0,8,0,14
Cross,Searcy,U.S. Senate,,DEM,Natalie James,42,0,20,0,22
Cross,Parkin Ward 1,U.S. Senate,,DEM,Natalie James,75,2,13,15,45
Cross,Parkin Ward 2,U.S. Senate,,DEM,Natalie James,49,3,11,17,18
Cross,Parkin Ward 3,U.S. Senate,,DEM,Natalie James,81,0,20,25,36
Cross,"Tyronza, Twist",U.S. Senate,,DEM,Natalie James,11,0,4,0,7
Cross,WYNNE WARD 1,U.S. Senate,,DEM,Natalie James,99,0,71,6,22
Cross,WYNNE WARD 2,U.S. Senate,,DEM,Natalie James,77,0,58,1,18
Cross,WYNNE WARD 3,U.S. Senate,,DEM,Natalie James,113,0,63,4,46
Cross,WYNNE WARD 4,U.S. Senate,,DEM,Natalie James,190,1,114,5,70
Cross,WYNNE WARD 5,U.S. Senate,,DEM,Natalie James,110,2,81,5,22
Cross,Wynne Township,U.S. Senate,,DEM,Natalie James,60,0,32,1,27
Cross,Bedford,U.S. Senate,,DEM,Natalie James,16,0,13,0,3
Cross,Brushy Lake,U.S. Senate,,DEM,Natalie James,4,0,3,0,1
Cross,Ellis,U.S. Senate,,DEM,Natalie James,6,0,2,0,4
Cross,Fair Oaks,U.S. Senate,,DEM,Natalie James,5,0,2,0,3
Cross,Smith,U.S. Senate,,DEM,Natalie James,52,0,34,0,18
Cross,"Bay Village, Birdeye",U.S. Senate,,REP,Senator John Boozman,97,0,39,0,58
Cross,Cherry Valley City,U.S. Senate,,REP,Senator John Boozman,112,0,37,0,75
Cross,Hickory Ridge City,U.S. Senate,,REP,Senator John Boozman,70,0,14,0,56
Cross,Hickory Ridge Township,U.S. Senate,,REP,Senator John Boozman,58,0,17,1,40
Cross,Mitchell,U.S. Senate,,REP,Senator John Boozman,126,0,40,3,83
Cross,Searcy,U.S. Senate,,REP,Senator John Boozman,350,1,135,5,209
Cross,Parkin Ward 1,U.S. Senate,,REP,Senator John Boozman,43,1,19,3,20
Cross,Parkin Ward 2,U.S. Senate,,REP,Senator John Boozman,17,0,3,4,10
Cross,Parkin Ward 3,U.S. Senate,,REP,Senator John Boozman,16,2,6,3,5
Cross,"Tyronza, Twist",U.S. Senate,,REP,Senator John Boozman,26,0,11,0,15
Cross,WYNNE WARD 1,U.S. Senate,,REP,Senator John Boozman,341,1,251,7,82
Cross,WYNNE WARD 2,U.S. Senate,,REP,Senator John Boozman,335,0,247,3,85
Cross,WYNNE WARD 3,U.S. Senate,,REP,Senator John Boozman,146,1,82,8,55
Cross,WYNNE WARD 4,U.S. Senate,,REP,Senator John Boozman,107,0,65,3,39
Cross,WYNNE WARD 5,U.S. Senate,,REP,Senator John Boozman,517,0,384,8,125
Cross,Wynne Township,U.S. Senate,,REP,Senator John Boozman,416,1,283,3,129
Cross,Bedford,U.S. Senate,,REP,Senator John Boozman,109,0,63,1,45
Cross,Brushy Lake,U.S. Senate,,REP,Senator John Boozman,104,1,34,1,68
Cross,Ellis,U.S. Senate,,REP,Senator John Boozman,124,0,70,0,54
Cross,Fair Oaks,U.S. Senate,,REP,Senator John Boozman,42,0,17,0,25
Cross,Smith,U.S. Senate,,REP,Senator John Boozman,551,2,391,4,154
Cross,"Bay Village, Birdeye",U.S. Senate,,LIB,Kenneth Cates,2,0,0,0,2
Cross,Cherry Valley City,U.S. Senate,,LIB,Kenneth Cates,7,0,2,0,5
Cross,Hickory Ridge City,U.S. Senate,,LIB,Kenneth Cates,4,0,0,0,4
Cross,Hickory Ridge Township,U.S. Senate,,LIB,Kenneth Cates,1,0,0,0,1
Cross,Mitchell,U.S. Senate,,LIB,Kenneth Cates,3,0,0,0,3
Cross,Searcy,U.S. Senate,,LIB,Kenneth Cates,7,0,4,0,3
Cross,Parkin Ward 1,U.S. Senate,,LIB,Kenneth Cates,5,0,2,0,3
Cross,Parkin Ward 2,U.S. Senate,,LIB,Kenneth Cates,3,0,1,0,2
Cross,Parkin Ward 3,U.S. Senate,,LIB,Kenneth Cates,1,0,0,0,1
Cross,"Tyronza, Twist",U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
