county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Union,Aurelle CW,U.S. Senate,,DEM,Natalie James,57,19,0,38
Union,Caledonia CW,U.S. Senate,,DEM,Natalie James,26,13,3,10
Union,Country Box 1,U.S. Senate,,DEM,Natalie James,65,41,4,20
Union,Country Box 2 CON,U.S. Senate,,DEM,Natalie James,19,11,1,7
Union,Country Box 3,U.S. Senate,,DEM,Natalie James,58,27,0,31
Union,Country Box 4,U.S. Senate,,DEM,Natalie James,65,38,0,27
Union,Country Box 6,U.S. Senate,,DEM,Natalie James,99,60,1,38
Union,Country Box 7 CON,U.S. Senate,,DEM,Natalie James,19,13,0,6
Union,Calion,U.S. Senate,,DEM,Natalie James,31,11,0,20
Union,Felsenthal City & CW,U.S. Senate,,DEM,Natalie James,10,0,0,10
Union,Hibanks CW,U.S. Senate,,DEM,Natalie James,35,18,2,15
Union,Huttig,U.S. Senate,,DEM,Natalie James,105,10,0,95
Union,Junction City,U.S. Senate,,DEM,Natalie James,55,5,1,49
Union,Lawson CW,U.S. Senate,,DEM,Natalie James,41,13,0,28
Union,Lisbon,U.S. Senate,,DEM,Natalie James,23,11,0,12
Union,Mt. Holly JP11,U.S. Senate,,DEM,Natalie James,26,8,0,18
Union,New London CW,U.S. Senate,,DEM,Natalie James,31,8,5,18
Union,Norphlet,U.S. Senate,,DEM,Natalie James,83,41,2,40
Union,Smackover,U.S. Senate,,DEM,Natalie James,158,75,1,82
Union,Strong,U.S. Senate,,DEM,Natalie James,143,29,2,112
Union,Three Creeks JP11,U.S. Senate,,DEM,Natalie James,26,9,1,16
Union,Union CW,U.S. Senate,,DEM,Natalie James,89,49,3,37
Union,Ward 1,U.S. Senate,,DEM,Natalie James,586,386,9,191
Union,Ward 2,U.S. Senate,,DEM,Natalie James,488,299,20,169
Union,Ward 3,U.S. Senate,,DEM,Natalie James,622,343,19,260
Union,Ward 4,U.S. Senate,,DEM,Natalie James,450,311,12,127
Union,Wesson JP11,U.S. Senate,,DEM,Natalie James,24,9,2,13
Union,Wolley's Store JP11,U.S. Senate,,DEM,Natalie James,9,2,1,6
Union,Aurelle CW,U.S. Senate,,REP,Senator John Boozman,91,53,0,38
Union,Caledonia CW,U.S. Senate,,REP,Senator John Boozman,255,79,0,176
Union,Country Box 1,U.S. Senate,,REP,Senator John Boozman,106,70,3,33
Union,Country Box 2 CON,U.S. Senate,,REP,Senator John Boozman,235,71,2,162
Union,Country Box 3,U.S. Senate,,REP,Senator John Boozman,768,339,6,423
Union,Country Box 4,U.S. Senate,,REP,Senator John Boozman,403,214,12,177
Union,Country Box 6,U.S. Senate,,REP,Senator John Boozman,455,272,5,178
Union,Country Box 7 CON,U.S. Senate,,REP,Senator John Boozman,107,56,3,48
Union,Calion,U.S. Senate,,REP,Senator John Boozman,169,40,1,128
Union,Felsenthal City & CW,U.S. Senate,,REP,Senator John Boozman,37,7,0,30
Union,Hibanks CW,U.S. Senate,,REP,Senator John Boozman,183,83,1,99
Union,Huttig,U.S. Senate,,REP,Senator John Boozman,106,14,1,91
Union,Junction City,U.S. Senate,,REP,Senator John Boozman,176,31,3,142
Union,Lawson CW,U.S. Senate,,REP,Senator John Boozman,238,72,5,161
Union,Lisbon,U.S. Senate,,REP,Senator John Boozman,200,111,4,85
Union,Mt. Holly JP11,U.S. Senate,,REP,Senator John Boozman,121,16,0,105
Union,New London CW,U.S. Senate,,REP,Senator John Boozman,161,52,8,101
Union,Norphlet,U.S. Senate,,REP,Senator John Boozman,453,149,2,302
Union,Smackover,U.S. Senate,,REP,Senator John Boozman,471,160,4,307
Union,Strong,U.S. Senate,,REP,Senator John Boozman,123,50,2,71
Union,Three Creeks JP11,U.S. Senate,,REP,Senator John Boozman,227,39,0,188
Union,Union CW,U.S. Senate,,REP,Senator John Boozman,404,152,2,250
Union,Ward 1,U.S. Senate,,REP,Senator John Boozman,664,405,25,234
Union,Ward 2,U.S. Senate,,REP,Senator John Boozman,775,481,16,278
Union,Ward 3,U.S. Senate,,REP,Senator John Boozman,174,104,6,64
Union,Ward 4,U.S. Senate,,REP,Senator John Boozman,581,396,25,160
Union,Wesson JP11,U.S. Senate,,REP,Senator John Boozman,137,54,0,83
Union,Wolley's Store JP11,U.S. Senate,,REP,Senator John Boozman,106,22,0,84
Union,Aurelle CW,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Union,Caledonia CW,U.S. Senate,,LIB,Kenneth Cates,3,2,0,1
Union,Country Box 1,U.S. Senate,,LIB,Kenneth Cates,6,3,0,3
Union,Country Box 2 CON,U.S. Senate,,LIB,Kenneth Cates,4,1,0,3
Union,Country Box 3,U.S. Senate,,LIB,Kenneth Cates,10,8,0,2
Union,Country Box 4,U.S. Senate,,LIB,Kenneth Cates,11,6,0,5
Union,Country Box 6,U.S. Senate,,LIB,Kenneth Cates,10,7,0,3
Union,Country Box 7 CON,U.S. Senate,,LIB,Kenneth Cates,7,5,0,2
Union,Calion,U.S. Senate,,LIB,Kenneth Cates,3,1,0,2
Union,Felsenthal City & CW,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Union,Hibanks CW,U.S. Senate,,LIB,Kenneth Cates,7,4,0,3
Union,Huttig,U.S. Senate,,LIB,Kenneth Cates,5,0,0,5
Union,Junction City,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Union,Lawson CW,U.S. Senate,,LIB,Kenneth Cates,5,2,0,3
Union,Lisbon,U.S. Senate,,LIB,Kenneth Cates,5,2,0,3
Union,Mt. Holly JP11,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Union,New London CW,U.S. Senate,,LIB,Kenneth Cates,3,3,0,0
Union,Norphlet,U.S. Senate,,LIB,Kenneth Cates,11,4,0,7
Union,Smackover,U.S. Senate,,LIB,Kenneth Cates,16,2,0,14
Union,Strong,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Union,Three Creeks JP11,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Union,Union CW,U.S. Senate,,LIB,Kenneth Cates,13,3,0,10
Union,Ward 1,U.S. Senate,,LIB,Kenneth Cates,30,10,0,20
Union,Ward 2,U.S. Senate,,LIB,Kenneth Cates,30,14,1,15
Union,Ward 3,U.S. Senate,,LIB,Kenneth Cates,14,7,0,7
Union,Ward 4,U.S. Senate,,LIB,Kenneth Cates,24,11,0,13
Union,Wesson JP11,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Union,Wolley's Store JP11,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Union,Aurelle CW,U.S. Congress District 04,,DEM,John White,55,18,0,37
Union,Caledonia CW,U.S. Congress District 04,,DEM,John White,25,15,3,7
Union,Country Box 1,U.S. Congress District 04,,DEM,John White,63,39,4,20
Union,Country Box 2 CON,U.S. Congress District 04,,DEM,John White,18,10,1,7
Union,Country Box 3,U.S. Congress District 04,,DEM,John White,60,28,0,32
Union,Country Box 4,U.S. Congress District 04,,DEM,John White,58,33,0,25
Union,Country Box 6,U.S. Congress District 04,,DEM,John White,102,61,1,40
Union,Country Box 7 CON,U.S. Congress District 04,,DEM,John White,17,10,0,7
Union,Calion,U.S. Congress District 04,,DEM,John White,29,12,0,17
Union,Felsenthal City & CW,U.S. Congress District 04,,DEM,John White,11,0,0,11
Union,Hibanks CW,U.S. Congress District 04,,DEM,John White,33,17,2,14
Union,Huttig,U.S. Congress District 04,,DEM,John White,104,9,0,95
Union,Junction City,U.S. Congress District 04,,DEM,John White,55,5,1,49
Union,Lawson CW,U.S. Congress District 04,,DEM,John White,43,14,0,29
Union,Lisbon,U.S. Congress District 04,,DEM,John White,25,11,0,14
Union,Mt. Holly JP11,U.S. Congress District 04,,DEM,John White,23,7,0,16
Union,New London CW,U.S. Congress District 04,,DEM,John White,31,9,5,17
Union,Norphlet,U.S. Congress District 04,,DEM,John White,79,37,2,40
Union,Smackover,U.S. Congress District 04,,DEM,John White,153,73,1,79
Union,Strong,U.S. Congress District 04,,DEM,John White,142,30,3,109
Union,Three Creeks JP11,U.S. Congress District 04,,DEM,John White,26,8,1,17
Union,Union CW,U.S. Congress District 04,,DEM,John White,87,46,3,38
Union,Ward 1,U.S. Congress District 04,,DEM,John White,551,364,9,178
Union,Ward 2,U.S. Congress District 04,,DEM,John White,449,263,20,166
Union,Ward 3,U.S. Congress District 04,,DEM,John White,597,319,19,259
Union,Ward 4,U.S. Congress District 04,,DEM,John White,434,299,12,123
Union,Wesson JP11,U.S. Congress District 04,,DEM,John White,22,9,2,11
Union,Wolley's Store JP11,U.S. Congress District 04,,DEM,John White,9,3,1,5
Union,Aurelle CW,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,91,54,0,37
Union,Caledonia CW,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,253,77,0,176
Union,Country Box 1,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,112,72,3,37
Union,Country Box 2 CON,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,236,73,2,161
Union,Country Box 3,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,763,341,6,416
Union,Country Box 4,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,418,219,12,187
Union,Country Box 6,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,454,273,5,176
Union,Country Box 7 CON,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,110,60,3,47
Union,Calion,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,170,40,1,129
Union,Felsenthal City & CW,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,34,7,0,27
Union,Hibanks CW,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,186,86,2,98
Union,Huttig,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,105,15,1,89
Union,Junction City,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,180,31,3,146
Union,Lawson CW,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,239,74,5,160
Union,Lisbon,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,200,112,4,84
Union,Mt. Holly JP11,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,122,16,0,106
Union,New London CW,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,161,55,8,98
Union,Norphlet,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,456,153,2,301
Union,Smackover,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,473,154,4,315
Union,Strong,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,123,49,1,73
Union,Three Creeks JP11,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,218,38,0,180
Union,Union CW,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,412,154,2,256
Union,Ward 1,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,685,414,25,246
Union,Ward 2,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,793,495,16,282
Union,Ward 3,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,181,109,6,66
Union,Ward 4,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,585,401,24,160
Union,Wesson JP11,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,139,56,0,83
Union,Wolley's Store JP11,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,105,22,0,83
Union,Aurelle CW,U.S. Congress District 04,,LIB,Gregory Maxwell,3,2,0,1
Union,Caledonia CW,U.S. Congress District 04,,LIB,Gregory Maxwell,7,3,0,4
Union,Country Box 1,U.S. Congress District 04,,LIB,Gregory Maxwell,2,2,0,0
Union,Country Box 2 CON,U.S. Congress District 04,,LIB,Gregory Maxwell,4,0,0,4
Union,Country Box 3,U.S. Congress District 04,,LIB,Gregory Maxwell,9,5,0,4
Union,Country Box 4,U.S. Congress District 04,,LIB,Gregory Maxwell,6,4,0,2
Union,Country Box 6,U.S. Congress District 04,,LIB,Gregory Maxwell,7,5,0,2
Union,Country Box 7 CON,U.S. Congress District 04,,LIB,Gregory Maxwell,4,2,0,2
Union,Calion,U.S. Congress District 04,,LIB,Gregory Maxwell,3,0,0,3
Union,Felsenthal City & CW,U.S. Congress District 04,,LIB,Gregory Maxwell,2,0,0,2
Union,Hibanks CW,U.S. Congress District 04,,LIB,Gregory Maxwell,5,1,0,4
Union,Huttig,U.S. Congress District 04,,LIB,Gregory Maxwell,7,0,0,7
Union,Junction City,U.S. Congress District 04,,LIB,Gregory Maxwell,0,0,0,0
Union,Lawson CW,U.S. Congress District 04,,LIB,Gregory Maxwell,3,0,0,3
