county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Franklin,1-A Ozark WD 1,U.S. Senate,,LIB,Kenneth Cates,12,6,0,6
Franklin,1-A-14C Ozark WD1,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Franklin,1-B Ozark WD 2,U.S. Senate,,LIB,Kenneth Cates,9,5,0,4
Franklin,1-B-14B Ozark WD 2,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Franklin,1-C Ozark WD 2,U.S. Senate,,LIB,Kenneth Cates,2,2,0,0
Franklin,2-A Ozark WD 2,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Franklin,2-A 14-A Ozark WD 2,U.S. Senate,,LIB,Kenneth Cates,8,6,0,2
Franklin,2-B Ozark Rural,U.S. Senate,,LIB,Kenneth Cates,7,3,0,4
Franklin,2-B 14-C,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Franklin,2-C Lonelm/Cravens,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Franklin,2-D Wallace/Ivy,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Franklin,2-E Ozark WD 3,U.S. Senate,,LIB,Kenneth Cates,4,2,0,2
Franklin,3-A 04A Lonelm/Cravens,U.S. Senate,,LIB,Kenneth Cates,7,6,0,1
Franklin,3-A 04-B,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Franklin,3-A 14-C,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Franklin,3-A 14-B,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Franklin,3-B Fern,U.S. Senate,,LIB,Kenneth Cates,3,2,0,1
Franklin,3-C Boston,U.S. Senate,,LIB,Kenneth Cates,2,2,0,0
Franklin,3-D Jethro,U.S. Senate,,LIB,Kenneth Cates,10,5,0,5
Franklin,3-E Watalula,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Franklin,3-F Mountain,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Franklin,4-A Philpot,U.S. Senate,,LIB,Kenneth Cates,7,3,0,4
Franklin,4-B Watalula,U.S. Senate,,LIB,Kenneth Cates,5,5,0,0
Franklin,4-C Wiederkehr Village Rural,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Franklin,4-D Ozark Rural,U.S. Senate,,LIB,Kenneth Cates,15,12,0,3
Franklin,5-A Wallace/Ivy,U.S. Senate,,LIB,Kenneth Cates,11,6,0,5
Franklin,5-B Ozark Rural,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Franklin,5-C Webb City,U.S. Senate,,LIB,Kenneth Cates,11,7,0,4
Franklin,6-A Altus Rural,U.S. Senate,,LIB,Kenneth Cates,3,2,0,1
Franklin,6-B Altus City,U.S. Senate,,LIB,Kenneth Cates,6,3,0,3
Franklin,6-C Denning,U.S. Senate,,LIB,Kenneth Cates,3,2,0,1
Franklin,6-D Wiederkehr Village,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Franklin,7-A Cecil,U.S. Senate,,LIB,Kenneth Cates,6,3,0,3
Franklin,7-B Webb City,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Franklin,7-C Etna,U.S. Senate,,LIB,Kenneth Cates,5,5,0,0
Franklin,7-D Donald,U.S. Senate,,LIB,Kenneth Cates,6,3,0,3
Franklin,8-A Branch City,U.S. Senate,,LIB,Kenneth Cates,4,1,0,3
Franklin,8-B Charleston WD1,U.S. Senate,,LIB,Kenneth Cates,8,4,0,4
Franklin,8-C Charleston Rural,U.S. Senate,,LIB,Kenneth Cates,4,2,0,2
Franklin,8-D Vesta,U.S. Senate,,LIB,Kenneth Cates,7,5,0,2
Franklin,8-E Donald,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Franklin,8-F Cecil,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Franklin,8-G Donald,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Franklin,9-A Charleston WD 2,U.S. Senate,,LIB,Kenneth Cates,8,3,0,5
Franklin,9-B Charleston WD 3,U.S. Senate,,LIB,Kenneth Cates,7,5,0,2
Franklin,9-C Charleston Rural,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Franklin,5-A 14-A,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Franklin,2-D 14,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Franklin,3-A 14,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Franklin,1-A Ozark WD 1,U.S. Senate,,REP,Senator John Boozman,245,145,3,97
Franklin,1-A-14C Ozark WD1,U.S. Senate,,REP,Senator John Boozman,1,0,1,0
Franklin,1-B Ozark WD 2,U.S. Senate,,REP,Senator John Boozman,111,85,1,25
Franklin,1-B-14B Ozark WD 2,U.S. Senate,,REP,Senator John Boozman,0,0,0,0
Franklin,1-C Ozark WD 2,U.S. Senate,,REP,Senator John Boozman,25,15,0,10
Franklin,2-A Ozark WD 2,U.S. Senate,,REP,Senator John Boozman,2,0,2,0
Franklin,2-A 14-A Ozark WD 2,U.S. Senate,,REP,Senator John Boozman,224,141,0,83
Franklin,2-B Ozark Rural,U.S. Senate,,REP,Senator John Boozman,73,48,0,25
Franklin,2-B 14-C,U.S. Senate,,REP,Senator John Boozman,1,0,1,0
Franklin,2-C Lonelm/Cravens,U.S. Senate,,REP,Senator John Boozman,28,8,0,20
Franklin,2-D Wallace/Ivy,U.S. Senate,,REP,Senator John Boozman,20,14,2,4
Franklin,2-E Ozark WD 3,U.S. Senate,,REP,Senator John Boozman,87,56,5,26
Franklin,3-A 04A Lonelm/Cravens,U.S. Senate,,REP,Senator John Boozman,108,54,6,48
Franklin,3-A 04-B,U.S. Senate,,REP,Senator John Boozman,7,0,0,7
Franklin,3-A 14-C,U.S. Senate,,REP,Senator John Boozman,4,1,0,3
Franklin,3-A 14-B,U.S. Senate,,REP,Senator John Boozman,0,0,0,0
Franklin,3-B Fern,U.S. Senate,,REP,Senator John Boozman,53,34,1,18
Franklin,3-C Boston,U.S. Senate,,REP,Senator John Boozman,72,41,2,29
Franklin,3-D Jethro,U.S. Senate,,REP,Senator John Boozman,152,77,2,73
Franklin,3-E Watalula,U.S. Senate,,REP,Senator John Boozman,21,6,0,15
Franklin,3-F Mountain,U.S. Senate,,REP,Senator John Boozman,40,26,0,14
Franklin,4-A Philpot,U.S. Senate,,REP,Senator John Boozman,146,86,2,58
Franklin,4-B Watalula,U.S. Senate,,REP,Senator John Boozman,97,70,0,27
Franklin,4-C Wiederkehr Village Rural,U.S. Senate,,REP,Senator John Boozman,34,19,0,15
Franklin,4-D Ozark Rural,U.S. Senate,,REP,Senator John Boozman,252,177,3,72
Franklin,5-A Wallace/Ivy,U.S. Senate,,REP,Senator John Boozman,251,163,0,88
Franklin,5-B Ozark Rural,U.S. Senate,,REP,Senator John Boozman,27,9,1,17
Franklin,5-C Webb City,U.S. Senate,,REP,Senator John Boozman,286,149,2,135
