county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Searcy,Bear Creek #4,U.S. Senate,,DEM,Natalie James,36,29,0,7
Searcy,Bear Creek #5,U.S. Senate,,DEM,Natalie James,44,27,5,12
Searcy,Bear Creek #6,U.S. Senate,,DEM,Natalie James,29,19,0,10
Searcy,Calf Creek,U.S. Senate,,DEM,Natalie James,25,11,0,14
Searcy,Long Creek,U.S. Senate,,DEM,Natalie James,7,5,0,2
Searcy,Mt. Pleasant,U.S. Senate,,DEM,Natalie James,18,8,0,10
Searcy,Oxley,U.S. Senate,,DEM,Natalie James,27,17,0,10
Searcy,Prairie,U.S. Senate,,DEM,Natalie James,18,4,0,14
Searcy,Red River,U.S. Senate,,DEM,Natalie James,21,18,1,2
Searcy,Rock Creek,U.S. Senate,,DEM,Natalie James,19,5,1,13
Searcy,Shady Grove,U.S. Senate,,DEM,Natalie James,14,10,0,4
Searcy,Spring,U.S. Senate,,DEM,Natalie James,47,19,3,25
Searcy,St. Joe,U.S. Senate,,DEM,Natalie James,18,4,1,13
Searcy,Tomahawk,U.S. Senate,,DEM,Natalie James,36,19,0,17
Searcy,Wiley's Cove,U.S. Senate,,DEM,Natalie James,67,21,8,38
Searcy,Bear Creek #4,U.S. Senate,,LIB,Kenneth Cates,14,8,0,6
Searcy,Bear Creek #5,U.S. Senate,,LIB,Kenneth Cates,23,10,1,12
Searcy,Bear Creek #6,U.S. Senate,,LIB,Kenneth Cates,21,15,0,6
Searcy,Calf Creek,U.S. Senate,,LIB,Kenneth Cates,9,1,0,8
Searcy,Long Creek,U.S. Senate,,LIB,Kenneth Cates,11,5,0,6
Searcy,Mt. Pleasant,U.S. Senate,,LIB,Kenneth Cates,12,1,0,11
Searcy,Oxley,U.S. Senate,,LIB,Kenneth Cates,5,3,0,2
Searcy,Prairie,U.S. Senate,,LIB,Kenneth Cates,13,6,0,7
Searcy,Red River,U.S. Senate,,LIB,Kenneth Cates,7,3,0,4
Searcy,Rock Creek,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Searcy,Shady Grove,U.S. Senate,,LIB,Kenneth Cates,6,1,0,5
Searcy,Spring,U.S. Senate,,LIB,Kenneth Cates,9,8,0,1
Searcy,St. Joe,U.S. Senate,,LIB,Kenneth Cates,6,3,0,3
Searcy,Tomahawk,U.S. Senate,,LIB,Kenneth Cates,9,3,0,6
Searcy,Wiley's Cove,U.S. Senate,,LIB,Kenneth Cates,16,7,0,9
Searcy,Bear Creek #4,U.S. Senate,,REP,Senator John Boozman,279,191,3,85
Searcy,Bear Creek #5,U.S. Senate,,REP,Senator John Boozman,296,208,4,84
Searcy,Bear Creek #6,U.S. Senate,,REP,Senator John Boozman,263,167,4,92
Searcy,Calf Creek,U.S. Senate,,REP,Senator John Boozman,66,28,1,37
Searcy,Long Creek,U.S. Senate,,REP,Senator John Boozman,170,66,3,101
Searcy,Mt. Pleasant,U.S. Senate,,REP,Senator John Boozman,142,35,3,104
Searcy,Oxley,U.S. Senate,,REP,Senator John Boozman,154,77,1,76
Searcy,Prairie,U.S. Senate,,REP,Senator John Boozman,153,45,1,107
Searcy,Red River,U.S. Senate,,REP,Senator John Boozman,83,48,4,31
Searcy,Rock Creek,U.S. Senate,,REP,Senator John Boozman,138,52,1,85
Searcy,Shady Grove,U.S. Senate,,REP,Senator John Boozman,53,34,0,19
Searcy,Spring,U.S. Senate,,REP,Senator John Boozman,160,66,2,92
Searcy,St. Joe,U.S. Senate,,REP,Senator John Boozman,118,31,2,85
Searcy,Tomahawk,U.S. Senate,,REP,Senator John Boozman,153,76,1,76
Searcy,Wiley's Cove,U.S. Senate,,REP,Senator John Boozman,295,134,4,157
Searcy,Bear Creek #4,U.S. Congress District 01,,DEM,Representative Monte Hodges,36,31,0,5
Searcy,Bear Creek #5,U.S. Congress District 01,,DEM,Representative Monte Hodges,41,27,5,9
Searcy,Bear Creek #6,U.S. Congress District 01,,DEM,Representative Monte Hodges,26,19,0,7
Searcy,Calf Creek,U.S. Congress District 01,,DEM,Representative Monte Hodges,24,9,0,15
Searcy,Long Creek,U.S. Congress District 01,,DEM,Representative Monte Hodges,10,5,0,5
Searcy,Mt. Pleasant,U.S. Congress District 01,,DEM,Representative Monte Hodges,21,7,0,14
Searcy,Oxley,U.S. Congress District 01,,DEM,Representative Monte Hodges,24,17,0,7
Searcy,Prairie,U.S. Congress District 01,,DEM,Representative Monte Hodges,21,5,0,16
Searcy,Red River,U.S. Congress District 01,,DEM,Representative Monte Hodges,19,17,0,2
Searcy,Rock Creek,U.S. Congress District 01,,DEM,Representative Monte Hodges,16,6,1,9
Searcy,Shady Grove,U.S. Congress District 01,,DEM,Representative Monte Hodges,12,8,0,4
Searcy,Spring,U.S. Congress District 01,,DEM,Representative Monte Hodges,42,18,3,21
Searcy,St. Joe,U.S. Congress District 01,,DEM,Representative Monte Hodges,18,4,1,13
Searcy,Tomahawk,U.S. Congress District 01,,DEM,Representative Monte Hodges,36,19,0,17
Searcy,Wiley's Cove,U.S. Congress District 01,,DEM,Representative Monte Hodges,61,17,7,37
Searcy,Bear Creek #4,U.S. Congress District 01,,REP,Congressman Rick Crawford,284,188,3,93
Searcy,Bear Creek #5,U.S. Congress District 01,,REP,Congressman Rick Crawford,300,203,5,92
Searcy,Bear Creek #6,U.S. Congress District 01,,REP,Congressman Rick Crawford,276,176,4,96
Searcy,Calf Creek,U.S. Congress District 01,,REP,Congressman Rick Crawford,75,33,1,41
Searcy,Long Creek,U.S. Congress District 01,,REP,Congressman Rick Crawford,176,68,3,105
Searcy,Mt. Pleasant,U.S. Congress District 01,,REP,Congressman Rick Crawford,146,38,3,105
Searcy,Oxley,U.S. Congress District 01,,REP,Congressman Rick Crawford,156,78,1,77
Searcy,Prairie,U.S. Congress District 01,,REP,Congressman Rick Crawford,150,47,1,102
Searcy,Red River,U.S. Congress District 01,,REP,Congressman Rick Crawford,82,43,5,34
Searcy,Rock Creek,U.S. Congress District 01,,REP,Congressman Rick Crawford,130,49,1,80
Searcy,Shady Grove,U.S. Congress District 01,,REP,Congressman Rick Crawford,56,33,0,23
Searcy,Spring,U.S. Congress District 01,,REP,Congressman Rick Crawford,163,74,2,87
Searcy,St. Joe,U.S. Congress District 01,,REP,Congressman Rick Crawford,113,32,2,79
Searcy,Tomahawk,U.S. Congress District 01,,REP,Congressman Rick Crawford,157,79,1,77
Searcy,Wiley's Cove,U.S. Congress District 01,,REP,Congressman Rick Crawford,292,133,6,153
Searcy,Bear Creek #4,Attorney General,,DEM,Jesse Gibson,43,35,0,8
Searcy,Bear Creek #5,Attorney General,,DEM,Jesse Gibson,43,28,4,11
Searcy,Bear Creek #6,Attorney General,,DEM,Jesse Gibson,29,20,0,9
Searcy,Calf Creek,Attorney General,,DEM,Jesse Gibson,27,11,0,16
Searcy,Long Creek,Attorney General,,DEM,Jesse Gibson,13,8,0,5
Searcy,Mt. Pleasant,Attorney General,,DEM,Jesse Gibson,20,8,0,12
Searcy,Oxley,Attorney General,,DEM,Jesse Gibson,28,18,0,10
Searcy,Prairie,Attorney General,,DEM,Jesse Gibson,22,4,0,18
Searcy,Red River,Attorney General,,DEM,Jesse Gibson,23,21,0,2
Searcy,Rock Creek,Attorney General,,DEM,Jesse Gibson,18,6,1,11
Searcy,Shady Grove,Attorney General,,DEM,Jesse Gibson,14,10,0,4
Searcy,Spring,Attorney General,,DEM,Jesse Gibson,48,18,3,27
Searcy,St. Joe,Attorney General,,DEM,Jesse Gibson,20,6,1,13
Searcy,Tomahawk,Attorney General,,DEM,Jesse Gibson,39,20,0,19
Searcy,Wiley's Cove,Attorney General,,DEM,Jesse Gibson,67,19,7,41
Searcy,Bear Creek #4,Attorney General,,REP,Lieutenant Governor Tim Griffin,290,194,3,93
Searcy,Bear Creek #5,Attorney General,,REP,Lieutenant Governor Tim Griffin,319,217,6,96
Searcy,Bear Creek #6,Attorney General,,REP,Lieutenant Governor Tim Griffin,284,181,4,99
Searcy,Calf Creek,Attorney General,,REP,Lieutenant Governor Tim Griffin,76,31,1,44
Searcy,Long Creek,Attorney General,,REP,Lieutenant Governor Tim Griffin,178,68,3,107
Searcy,Mt. Pleasant,Attorney General,,REP,Lieutenant Governor Tim Griffin,151,38,3,110
Searcy,Oxley,Attorney General,,REP,Lieutenant Governor Tim Griffin,159,81,1,77
Searcy,Prairie,Attorney General,,REP,Lieutenant Governor Tim Griffin,161,52,1,108
Searcy,Red River,Attorney General,,REP,Lieutenant Governor Tim Griffin,88,48,5,35
Searcy,Rock Creek,Attorney General,,REP,Lieutenant Governor Tim Griffin,139,52,1,86
Searcy,Shady Grove,Attorney General,,REP,Lieutenant Governor Tim Griffin,59,35,0,24
Searcy,Spring,Attorney General,,REP,Lieutenant Governor Tim Griffin,173,78,2,93
Searcy,St. Joe,Attorney General,,REP,Lieutenant Governor Tim Griffin,121,32,2,87
Searcy,Tomahawk,Attorney General,,REP,Lieutenant Governor Tim Griffin,160,78,1,81
Searcy,Wiley's Cove,Attorney General,,REP,Lieutenant Governor Tim Griffin,311,144,6,161
Searcy,Bear Creek #4,Auditor of State,,REP,Treasurer of State Dennis Milligan,279,190,3,86
Searcy,Bear Creek #5,Auditor of State,,REP,Treasurer of State Dennis Milligan,303,206,5,92
Searcy,Bear Creek #6,Auditor of State,,REP,Treasurer of State Dennis Milligan,277,180,4,93
Searcy,Calf Creek,Auditor of State,,REP,Treasurer of State Dennis Milligan,67,26,1,40
Searcy,Long Creek,Auditor of State,,REP,Treasurer of State Dennis Milligan,172,65,3,104
Searcy,Mt. Pleasant,Auditor of State,,REP,Treasurer of State Dennis Milligan,150,35,3,112
Searcy,Oxley,Auditor of State,,REP,Treasurer of State Dennis Milligan,157,78,1,78
Searcy,Prairie,Auditor of State,,REP,Treasurer of State Dennis Milligan,159,50,1,108
Searcy,Red River,Auditor of State,,REP,Treasurer of State Dennis Milligan,84,48,5,31
Searcy,Rock Creek,Auditor of State,,REP,Treasurer of State Dennis Milligan,136,52,1,83
Searcy,Shady Grove,Auditor of State,,REP,Treasurer of State Dennis Milligan,54,34,0,20
Searcy,Spring,Auditor of State,,REP,Treasurer of State Dennis Milligan,168,73,2,93
Searcy,St. Joe,Auditor of State,,REP,Treasurer of State Dennis Milligan,119,33,2,84
Searcy,Tomahawk,Auditor of State,,REP,Treasurer of State Dennis Milligan,156,78,1,77
Searcy,Wiley's Cove,Auditor of State,,REP,Treasurer of State Dennis Milligan,296,139,6,151
Searcy,Bear Creek #4,Auditor of State,,DEM,Diamond Arnold-Johnson,35,28,0,7
Searcy,Bear Creek #5,Auditor of State,,DEM,Diamond Arnold-Johnson,45,31,5,9
Searcy,Bear Creek #6,Auditor of State,,DEM,Diamond Arnold-Johnson,28,19,0,9
Searcy,Calf Creek,Auditor of State,,DEM,Diamond Arnold-Johnson,19,9,0,10
Searcy,Long Creek,Auditor of State,,DEM,Diamond Arnold-Johnson,10,5,0,5
Searcy,Mt. Pleasant,Auditor of State,,DEM,Diamond Arnold-Johnson,19,9,0,10
Searcy,Oxley,Auditor of State,,DEM,Diamond Arnold-Johnson,23,17,0,6
Searcy,Prairie,Auditor of State,,DEM,Diamond Arnold-Johnson,19,4,0,15
Searcy,Red River,Auditor of State,,DEM,Diamond Arnold-Johnson,19,18,0,1
Searcy,Rock Creek,Auditor of State,,DEM,Diamond Arnold-Johnson,18,5,1,12
Searcy,Shady Grove,Auditor of State,,DEM,Diamond Arnold-Johnson,12,10,0,2
Searcy,Spring,Auditor of State,,DEM,Diamond Arnold-Johnson,41,18,3,20
Searcy,St. Joe,Auditor of State,,DEM,Diamond Arnold-Johnson,16,4,1,11
Searcy,Tomahawk,Auditor of State,,DEM,Diamond Arnold-Johnson,35,18,0,17
Searcy,Wiley's Cove,Auditor of State,,DEM,Diamond Arnold-Johnson,60,19,7,34
Searcy,Bear Creek #4,Auditor of State,,LIB,Simeon Snow,13,7,0,6
Searcy,Bear Creek #5,Auditor of State,,LIB,Simeon Snow,6,5,0,1
Searcy,Bear Creek #6,Auditor of State,,LIB,Simeon Snow,8,4,0,4
Searcy,Calf Creek,Auditor of State,,LIB,Simeon Snow,10,3,0,7
Searcy,Long Creek,Auditor of State,,LIB,Simeon Snow,10,7,0,3
Searcy,Mt. Pleasant,Auditor of State,,LIB,Simeon Snow,4,2,0,2
Searcy,Oxley,Auditor of State,,LIB,Simeon Snow,4,1,0,3
Searcy,Prairie,Auditor of State,,LIB,Simeon Snow,4,0,0,4
Searcy,Red River,Auditor of State,,LIB,Simeon Snow,9,4,0,5
Searcy,Rock Creek,Auditor of State,,LIB,Simeon Snow,4,1,0,3
Searcy,Shady Grove,Auditor of State,,LIB,Simeon Snow,7,1,0,6
Searcy,Spring,Auditor of State,,LIB,Simeon Snow,5,2,0,3
Searcy,St. Joe,Auditor of State,,LIB,Simeon Snow,5,1,0,4
Searcy,Tomahawk,Auditor of State,,LIB,Simeon Snow,4,1,0,3
Searcy,Wiley's Cove,Auditor of State,,LIB,Simeon Snow,16,2,0,14
Searcy,Bear Creek #4,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,37,31,0,6
Searcy,Bear Creek #5,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,43,26,5,12
Searcy,Bear Creek #6,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,31,23,0,8
Searcy,Calf Creek,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,25,10,0,15
Searcy,Long Creek,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,9,5,0,4
Searcy,Mt. Pleasant,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,21,8,0,13
Searcy,Oxley,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,24,16,0,8
