county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Scott,BLACKFORK,U.S. Senate,,REP,Senator John Boozman,22,2,0,20
Scott,BLANSETT,U.S. Senate,,REP,Senator John Boozman,65,6,0,59
Scott,BRAWLEY,U.S. Senate,,REP,Senator John Boozman,23,10,0,13
Scott,CAUTHRON/OLIVER,U.S. Senate,,REP,Senator John Boozman,41,9,4,28
Scott,CEDAR CREEK,U.S. Senate,,REP,Senator John Boozman,28,10,3,15
Scott,COAL/LAFAYETTE,U.S. Senate,,REP,Senator John Boozman,85,8,2,75
Scott,DENTON,U.S. Senate,,REP,Senator John Boozman,102,32,0,70
Scott,HICKMAN WARD 1,U.S. Senate,,REP,Senator John Boozman,211,152,10,49
Scott,HICKMAN WARD 2,U.S. Senate,,REP,Senator John Boozman,216,144,5,67
Scott,HICKMAN WARD 3,U.S. Senate,,REP,Senator John Boozman,151,91,3,57
Scott,HICKMAN RURAL EAST,U.S. Senate,,REP,Senator John Boozman,256,170,2,84
Scott,HICKMAN RURAL WEST,U.S. Senate,,REP,Senator John Boozman,128,77,4,47
Scott,HON,U.S. Senate,,REP,Senator John Boozman,83,59,2,22
Scott,HUNT,U.S. Senate,,REP,Senator John Boozman,71,10,0,61
Scott,JAMES,U.S. Senate,,REP,Senator John Boozman,43,13,1,29
Scott,JONES/LITTLE TEXAS,U.S. Senate,,REP,Senator John Boozman,37,1,0,36
Scott,KEENER,U.S. Senate,,REP,Senator John Boozman,39,7,0,32
Scott,LAMB,U.S. Senate,,REP,Senator John Boozman,112,67,1,44
Scott,LAFAVE,U.S. Senate,,REP,Senator John Boozman,30,7,0,23
Scott,LEWIS WARD 1,U.S. Senate,,REP,Senator John Boozman,168,41,2,125
Scott,LEWIS WARD 2,U.S. Senate,,REP,Senator John Boozman,131,18,3,110
Scott,MILL CREEK,U.S. Senate,,REP,Senator John Boozman,108,21,1,86
Scott,MOUNTAIN,U.S. Senate,,REP,Senator John Boozman,94,54,3,37
Scott,MOUNT PLEASANT,U.S. Senate,,REP,Senator John Boozman,116,48,3,65
Scott,PARKS,U.S. Senate,,REP,Senator John Boozman,40,11,1,28
Scott,TOMLINSON/TATE,U.S. Senate,,REP,Senator John Boozman,97,57,1,39
Scott,BLACKFORK,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Scott,BLANSETT,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Scott,BRAWLEY,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Scott,CAUTHRON/OLIVER,U.S. Senate,,LIB,Kenneth Cates,7,2,0,5
Scott,CEDAR CREEK,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Scott,COAL/LAFAYETTE,U.S. Senate,,LIB,Kenneth Cates,3,0,0,3
Scott,DENTON,U.S. Senate,,LIB,Kenneth Cates,3,2,0,1
Scott,HICKMAN WARD 1,U.S. Senate,,LIB,Kenneth Cates,10,7,0,3
Scott,HICKMAN WARD 2,U.S. Senate,,LIB,Kenneth Cates,8,4,0,4
Scott,HICKMAN WARD 3,U.S. Senate,,LIB,Kenneth Cates,7,6,0,1
Scott,HICKMAN RURAL EAST,U.S. Senate,,LIB,Kenneth Cates,9,4,0,5
Scott,HICKMAN RURAL WEST,U.S. Senate,,LIB,Kenneth Cates,6,6,0,0
Scott,HON,U.S. Senate,,LIB,Kenneth Cates,6,6,0,0
Scott,HUNT,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Scott,JAMES,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Scott,JONES/LITTLE TEXAS,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Scott,KEENER,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Scott,LAMB,U.S. Senate,,LIB,Kenneth Cates,6,2,0,4
Scott,LAFAVE,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Scott,LEWIS WARD 1,U.S. Senate,,LIB,Kenneth Cates,10,2,0,8
Scott,LEWIS WARD 2,U.S. Senate,,LIB,Kenneth Cates,3,1,0,2
Scott,MILL CREEK,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Scott,MOUNTAIN,U.S. Senate,,LIB,Kenneth Cates,5,2,0,3
Scott,MOUNT PLEASANT,U.S. Senate,,LIB,Kenneth Cates,4,2,0,2
