county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Hempstead,Hope 1,U.S. Senate,,LIB,Kenneth Cates,5,4,0,1
Hempstead,Hope 2,U.S. Senate,,LIB,Kenneth Cates,3,3,0,0
Hempstead,Hope 3,U.S. Senate,,LIB,Kenneth Cates,9,3,0,6
Hempstead,Hope 4,U.S. Senate,,LIB,Kenneth Cates,3,3,0,0
Hempstead,Hope 5,U.S. Senate,,LIB,Kenneth Cates,6,5,1,0
Hempstead,Hope 6,U.S. Senate,,LIB,Kenneth Cates,3,3,0,0
Hempstead,Hope 7,U.S. Senate,,LIB,Kenneth Cates,6,3,0,3
Hempstead,Bingen,U.S. Senate,,LIB,Kenneth Cates,4,0,0,4
Hempstead,Blevins,U.S. Senate,,LIB,Kenneth Cates,7,0,0,7
Hempstead,Columbus,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Hempstead,Crossroads,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Hempstead,Deann,U.S. Senate,,LIB,Kenneth Cates,7,5,1,1
Hempstead,Fulton,U.S. Senate,,LIB,Kenneth Cates,4,1,0,3
Hempstead,Guernsey,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Hempstead,McCaskill,U.S. Senate,,LIB,Kenneth Cates,11,5,0,6
Hempstead,McNab,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Hempstead,Ozan,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Hempstead,Patmos,U.S. Senate,,LIB,Kenneth Cates,7,1,0,6
Hempstead,Perrytown,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Hempstead,Rocky Mound,U.S. Senate,,LIB,Kenneth Cates,2,2,0,0
Hempstead,Saratoga,U.S. Senate,,LIB,Kenneth Cates,3,0,0,3
Hempstead,Shover Springs,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Hempstead,Spring Hill,U.S. Senate,,LIB,Kenneth Cates,12,5,1,6
Hempstead,Washington,U.S. Senate,,LIB,Kenneth Cates,3,0,0,3
Hempstead,Hope 1,U.S. Senate,,REP,Senator John Boozman,160,106,5,49
