county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
St Francis,Hughes,U.S. Senate,,DEM,Natalie James,210,33,3,174
St Francis,Heth/Blackfish,U.S. Senate,,DEM,Natalie James,52,8,2,42
St Francis,Widener,U.S. Senate,,DEM,Natalie James,46,10,0,36
St Francis,Madison,U.S. Senate,,DEM,Natalie James,120,43,0,77
St Francis,Bonair,U.S. Senate,,DEM,Natalie James,70,40,3,27
St Francis,Newcastle/Parrott,U.S. Senate,,DEM,Natalie James,97,58,1,38
St Francis,Colt,U.S. Senate,,DEM,Natalie James,122,46,3,73
St Francis,Caldwell,U.S. Senate,,DEM,Natalie James,38,17,0,21
St Francis,Forrest City Country West,U.S. Senate,,DEM,Natalie James,62,48,5,9
St Francis,Palestine,U.S. Senate,,DEM,Natalie James,123,54,10,59
St Francis,Wheatley,U.S. Senate,,DEM,Natalie James,35,7,4,24
St Francis,FC Ward 1,U.S. Senate,,DEM,Natalie James,445,265,38,142
St Francis,FC Ward 2,U.S. Senate,,DEM,Natalie James,410,241,49,120
St Francis,FC Ward 3,U.S. Senate,,DEM,Natalie James,322,197,24,101
St Francis,FC Ward 4,U.S. Senate,,DEM,Natalie James,272,173,11,88
St Francis,Hughes,U.S. Senate,,REP,Senator John Boozman,105,35,0,70
St Francis,Heth/Blackfish,U.S. Senate,,REP,Senator John Boozman,77,18,0,59
St Francis,Widener,U.S. Senate,,REP,Senator John Boozman,49,15,0,34
St Francis,Madison,U.S. Senate,,REP,Senator John Boozman,41,26,1,14
St Francis,Bonair,U.S. Senate,,REP,Senator John Boozman,217,100,3,114
St Francis,Newcastle/Parrott,U.S. Senate,,REP,Senator John Boozman,569,251,4,314
St Francis,Colt,U.S. Senate,,REP,Senator John Boozman,253,83,1,169
St Francis,Caldwell,U.S. Senate,,REP,Senator John Boozman,151,64,1,86
St Francis,Forrest City Country West,U.S. Senate,,REP,Senator John Boozman,41,25,0,16
St Francis,Palestine,U.S. Senate,,REP,Senator John Boozman,336,104,6,226
St Francis,Wheatley,U.S. Senate,,REP,Senator John Boozman,103,13,0,90
St Francis,FC Ward 1,U.S. Senate,,REP,Senator John Boozman,32,26,0,6
St Francis,FC Ward 2,U.S. Senate,,REP,Senator John Boozman,39,21,0,18
St Francis,FC Ward 3,U.S. Senate,,REP,Senator John Boozman,286,184,3,99
St Francis,FC Ward 4,U.S. Senate,,REP,Senator John Boozman,215,138,3,74
St Francis,Hughes,U.S. Senate,,LIB,Kenneth Cates,7,3,0,4
St Francis,Heth/Blackfish,U.S. Senate,,LIB,Kenneth Cates,4,3,0,1
St Francis,Widener,U.S. Senate,,LIB,Kenneth Cates,3,2,0,1
St Francis,Madison,U.S. Senate,,LIB,Kenneth Cates,7,2,0,5
St Francis,Bonair,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
St Francis,Newcastle/Parrott,U.S. Senate,,LIB,Kenneth Cates,14,6,0,8
St Francis,Colt,U.S. Senate,,LIB,Kenneth Cates,7,1,0,6
