county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional
Hot Spring,Antioch,U.S. House,4,Rep,Representative Bruce Westerman,94,51,41,2,0
Hot Spring,Big Creek,U.S. House,4,Rep,Representative Bruce Westerman,135,47,88,0,0
Hot Spring,Bismarck,U.S. House,4,Rep,Representative Bruce Westerman,512,295,213,4,0
Hot Spring,Brown Springs,U.S. House,4,Rep,Representative Bruce Westerman,45,26,19,0,0
Hot Spring,Butterfield,U.S. House,4,Rep,Representative Bruce Westerman,210,82,127,1,0
Hot Spring,Central,U.S. House,4,Rep,Representative Bruce Westerman,219,79,137,3,0
Hot Spring,Clear Creek,U.S. House,4,Rep,Representative Bruce Westerman,90,70,20,0,0
Hot Spring,DeRoche,U.S. House,4,Rep,Representative Bruce Westerman,333,228,105,0,0
Hot Spring,Donaldson City,U.S. House,4,Rep,Representative Bruce Westerman,50,32,18,0,0
Hot Spring,Dover,U.S. House,4,Rep,Representative Bruce Westerman,196,75,120,1,0
Hot Spring,Fenter A,U.S. House,4,Rep,Representative Bruce Westerman,262,85,173,4,0
Hot Spring,Fenter B,U.S. House,4,Rep,Representative Bruce Westerman,214,46,161,7,0
Hot Spring,Fenter C,U.S. House,4,Rep,Representative Bruce Westerman,8,4,4,0,0
Hot Spring,Friendship,U.S. House,4,Rep,Representative Bruce Westerman,37,25,12,0,0
Hot Spring,Gifford,U.S. House,4,Rep,Representative Bruce Westerman,275,131,141,3,0
Hot Spring,Glen Rose,U.S. House,4,Rep,Representative Bruce Westerman,433,256,175,2,0
Hot Spring,Harrison,U.S. House,4,Rep,Representative Bruce Westerman,65,38,27,0,0
Hot Spring,Henderson,U.S. House,4,Rep,Representative Bruce Westerman,156,117,27,12,0
Hot Spring,Lone Hill,U.S. House,4,Rep,Representative Bruce Westerman,188,83,104,1,0
Hot Spring,Ward 1,U.S. House,4,Rep,Representative Bruce Westerman,183,59,103,21,0
Hot Spring,Ward 2,U.S. House,4,Rep,Representative Bruce Westerman,408,122,283,3,0
Hot Spring,Ward 3,U.S. House,4,Rep,Representative Bruce Westerman,261,81,176,4,0
Hot Spring,Ward 4,U.S. House,4,Rep,Representative Bruce Westerman,217,78,134,5,0
Hot Spring,Magnet,U.S. House,4,Rep,Representative Bruce Westerman,747,360,378,9,0
Hot Spring,Midway City,U.S. House,4,Rep,Representative Bruce Westerman,96,65,31,0,0
Hot Spring,Montgomery,U.S. House,4,Rep,Representative Bruce Westerman,283,166,109,8,0
Hot Spring,Ouachita,U.S. House,4,Rep,Representative Bruce Westerman,70,44,26,0,0
Hot Spring,Perla City,U.S. House,4,Rep,Representative Bruce Westerman,8,2,6,0,0
Hot Spring,Prairie,U.S. House,4,Rep,Representative Bruce Westerman,130,90,39,1,0
Hot Spring,Rockport,U.S. House,4,Rep,Representative Bruce Westerman,180,60,118,2,0
Hot Spring,Valley,U.S. House,4,Rep,Representative Bruce Westerman,156,131,21,4,0
Hot Spring,Antioch,U.S. House,4,Lib,Tom Canada,3,3,0,0,0
Hot Spring,Big Creek,U.S. House,4,Lib,Tom Canada,3,2,1,0,0
Hot Spring,Bismarck,U.S. House,4,Lib,Tom Canada,11,6,4,1,0
Hot Spring,Brown Springs,U.S. House,4,Lib,Tom Canada,0,0,0,0,0
Hot Spring,Butterfield,U.S. House,4,Lib,Tom Canada,7,3,4,0,0
Hot Spring,Central,U.S. House,4,Lib,Tom Canada,8,3,5,0,0
Hot Spring,Clear Creek,U.S. House,4,Lib,Tom Canada,3,3,0,0,0
Hot Spring,DeRoche,U.S. House,4,Lib,Tom Canada,8,7,1,0,0
Hot Spring,Donaldson City,U.S. House,4,Lib,Tom Canada,3,2,1,0,0
Hot Spring,Dover,U.S. House,4,Lib,Tom Canada,5,3,2,0,0
Hot Spring,Fenter A,U.S. House,4,Lib,Tom Canada,9,2,6,1,0
Hot Spring,Fenter B,U.S. House,4,Lib,Tom Canada,4,1,3,0,0
Hot Spring,Fenter C,U.S. House,4,Lib,Tom Canada,2,1,1,0,0
Hot Spring,Friendship,U.S. House,4,Lib,Tom Canada,1,1,0,0,0
Hot Spring,Gifford,U.S. House,4,Lib,Tom Canada,6,2,3,1,0
Hot Spring,Glen Rose,U.S. House,4,Lib,Tom Canada,11,7,4,0,0
Hot Spring,Harrison,U.S. House,4,Lib,Tom Canada,4,1,3,0,0
Hot Spring,Henderson,U.S. House,4,Lib,Tom Canada,3,3,0,0,0
Hot Spring,Lone Hill,U.S. House,4,Lib,Tom Canada,3,1,2,0,0
Hot Spring,Ward 1,U.S. House,4,Lib,Tom Canada,8,4,4,0,0
Hot Spring,Ward 2,U.S. House,4,Lib,Tom Canada,13,5,8,0,0
Hot Spring,Ward 3,U.S. House,4,Lib,Tom Canada,13,5,8,0,0
Hot Spring,Ward 4,U.S. House,4,Lib,Tom Canada,11,3,7,1,0
Hot Spring,Magnet,U.S. House,4,Lib,Tom Canada,15,5,10,0,0
Hot Spring,Midway City,U.S. House,4,Lib,Tom Canada,2,2,0,0,0
Hot Spring,Montgomery,U.S. House,4,Lib,Tom Canada,10,6,3,1,0
Hot Spring,Ouachita,U.S. House,4,Lib,Tom Canada,0,0,0,0,0
Hot Spring,Perla City,U.S. House,4,Lib,Tom Canada,0,0,0,0,0
Hot Spring,Prairie,U.S. House,4,Lib,Tom Canada,1,0,1,0,0
Hot Spring,Rockport,U.S. House,4,Lib,Tom Canada,7,4,3,0,0
Hot Spring,Valley,U.S. House,4,Lib,Tom Canada,3,3,0,0,0
Hot Spring,Antioch,U.S. House,4,Dem,Hayden Catherine Shamel,15,13,2,0,0
Hot Spring,Big Creek,U.S. House,4,Dem,Hayden Catherine Shamel,13,5,8,0,0
Hot Spring,Bismarck,U.S. House,4,Dem,Hayden Catherine Shamel,179,97,77,5,0
Hot Spring,Brown Springs,U.S. House,4,Dem,Hayden Catherine Shamel,10,3,7,0,0
Hot Spring,Butterfield,U.S. House,4,Dem,Hayden Catherine Shamel,61,21,39,1,0
Hot Spring,Central,U.S. House,4,Dem,Hayden Catherine Shamel,65,21,44,0,0
Hot Spring,Clear Creek,U.S. House,4,Dem,Hayden Catherine Shamel,23,14,9,0,0
Hot Spring,DeRoche,U.S. House,4,Dem,Hayden Catherine Shamel,103,59,40,4,0
Hot Spring,Donaldson City,U.S. House,4,Dem,Hayden Catherine Shamel,8,4,4,0,0
Hot Spring,Dover,U.S. House,4,Dem,Hayden Catherine Shamel,30,13,17,0,0
Hot Spring,Fenter A,U.S. House,4,Dem,Hayden Catherine Shamel,79,21,56,2,0
Hot Spring,Fenter B,U.S. House,4,Dem,Hayden Catherine Shamel,68,10,55,3,0
Hot Spring,Fenter C,U.S. House,4,Dem,Hayden Catherine Shamel,58,24,33,1,0
Hot Spring,Friendship,U.S. House,4,Dem,Hayden Catherine Shamel,6,6,0,0,0
Hot Spring,Gifford,U.S. House,4,Dem,Hayden Catherine Shamel,61,22,38,1,0
Hot Spring,Glen Rose,U.S. House,4,Dem,Hayden Catherine Shamel,70,34,34,2,0
Hot Spring,Harrison,U.S. House,4,Dem,Hayden Catherine Shamel,10,6,4,0,0
Hot Spring,Henderson,U.S. House,4,Dem,Hayden Catherine Shamel,37,26,10,1,0
Hot Spring,Lone Hill,U.S. House,4,Dem,Hayden Catherine Shamel,43,27,13,3,0
Hot Spring,Ward 1,U.S. House,4,Dem,Hayden Catherine Shamel,260,99,146,15,0
Hot Spring,Ward 2,U.S. House,4,Dem,Hayden Catherine Shamel,216,59,155,2,0
Hot Spring,Ward 3,U.S. House,4,Dem,Hayden Catherine Shamel,158,61,95,2,0
Hot Spring,Ward 4,U.S. House,4,Dem,Hayden Catherine Shamel,305,89,209,7,0
Hot Spring,Magnet,U.S. House,4,Dem,Hayden Catherine Shamel,166,86,77,3,0
Hot Spring,Midway City,U.S. House,4,Dem,Hayden Catherine Shamel,7,3,4,0,0
Hot Spring,Montgomery,U.S. House,4,Dem,Hayden Catherine Shamel,82,48,30,4,0
Hot Spring,Ouachita,U.S. House,4,Dem,Hayden Catherine Shamel,14,7,7,0,0
Hot Spring,Perla City,U.S. House,4,Dem,Hayden Catherine Shamel,36,21,15,0,0
Hot Spring,Prairie,U.S. House,4,Dem,Hayden Catherine Shamel,23,9,12,2,0
Hot Spring,Rockport,U.S. House,4,Dem,Hayden Catherine Shamel,40,15,24,1,0
Hot Spring,Valley,U.S. House,4,Dem,Hayden Catherine Shamel,28,24,4,0,0
Hot Spring,Antioch,U.S. House,4,NON,Write-In,0,0,0,0,0
Hot Spring,Big Creek,U.S. House,4,NON,Write-In,1,0,1,0,0
Hot Spring,Bismarck,U.S. House,4,NON,Write-In,0,0,0,0,0
Hot Spring,Brown Springs,U.S. House,4,NON,Write-In,0,0,0,0,0
