county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional
Jackson,AIRBASE,U.S. House,1,REP,Congressman Rick Crawford,24,6,18,0,0
Jackson,ALCORN,U.S. House,1,REP,Congressman Rick Crawford,26,9,17,0,0
Jackson,ALGOA,U.S. House,1,REP,Congressman Rick Crawford,7,7,0,0,0
Jackson,AMAGON,U.S. House,1,REP,Congressman Rick Crawford,17,11,6,0,0
Jackson,AUVERGNE,U.S. House,1,REP,Congressman Rick Crawford,22,5,17,0,0
Jackson,BEEDEVILLE,U.S. House,1,REP,Congressman Rick Crawford,77,62,15,0,0
Jackson,BLACKVILLE,U.S. House,1,REP,Congressman Rick Crawford,2,1,1,0,0
Jackson,CAMPBELL STATION,U.S. House,1,REP,Congressman Rick Crawford,54,21,29,4,0
Jackson,CROSSROADS-37,U.S. House,1,REP,Congressman Rick Crawford,120,95,25,0,0
Jackson,DENMARK,U.S. House,1,REP,Congressman Rick Crawford,40,29,11,0,0
Jackson,DIAZ,U.S. House,1,REP,Congressman Rick Crawford,223,81,142,0,0
Jackson,GOURDNECK-CITIZENSHIP,U.S. House,1,REP,Congressman Rick Crawford,29,23,6,0,0
Jackson,GREENHAW,U.S. House,1,REP,Congressman Rick Crawford,22,8,14,0,0
Jackson,GRUBBS,U.S. House,1,REP,Congressman Rick Crawford,115,92,23,0,0
Jackson,HICKORY GROVE,U.S. House,1,REP,Congressman Rick Crawford,25,4,21,0,0
Jackson,HORSESHOE,U.S. House,1,REP,Congressman Rick Crawford,7,5,2,0,0
Jackson,INGLESIDE,U.S. House,1,REP,Congressman Rick Crawford,0,0,0,0,0
Jackson,ISLAND,U.S. House,1,REP,Congressman Rick Crawford,29,6,23,0,0
Jackson,JACKSONPORT,U.S. House,1,REP,Congressman Rick Crawford,39,10,27,2,0
Jackson,LIBERTY,U.S. House,1,REP,Congressman Rick Crawford,27,22,5,0,0
Jackson,MACKS,U.S. House,1,REP,Congressman Rick Crawford,7,5,2,0,0
