county,precinct,office,district,party,candidate,votes,absentee,provisional,early_voting,election_day
Calhoun,Thornton Rural,U.S. House,4,DEM,Hayden Catherine Shamel,3,0,0,2,1
Calhoun,Thornton City,U.S. House,4,DEM,Hayden Catherine Shamel,62,0,0,3,59
Calhoun,Chambersville,U.S. House,4,DEM,Hayden Catherine Shamel,22,0,1,0,21
Calhoun,Chambersville West,U.S. House,4,DEM,Hayden Catherine Shamel,5,0,0,1,4
Calhoun,Tinsman Rural,U.S. House,4,DEM,Hayden Catherine Shamel,9,0,0,1,8
Calhoun,Tinsman West,U.S. House,4,DEM,Hayden Catherine Shamel,10,0,0,8,2
Calhoun,Tinsman City,U.S. House,4,DEM,Hayden Catherine Shamel,5,0,0,0,5
Calhoun,Watson Addition,U.S. House,4,DEM,Hayden Catherine Shamel,12,0,0,10,2
Calhoun,Harrell Rural 8,U.S. House,4,DEM,Hayden Catherine Shamel,36,0,0,13,23
Calhoun,Harrell Rural 7,U.S. House,4,DEM,Hayden Catherine Shamel,7,1,0,4,2
Calhoun,Harrell City,U.S. House,4,DEM,Hayden Catherine Shamel,36,2,0,17,17
Calhoun,Champagnolle,U.S. House,4,DEM,Hayden Catherine Shamel,52,0,1,35,16
Calhoun,Locust,U.S. House,4,DEM,Hayden Catherine Shamel,40,1,0,10,29
Calhoun,Woodberry,U.S. House,4,DEM,Hayden Catherine Shamel,22,0,1,12,9
Calhoun,Locust North,U.S. House,4,DEM,Hayden Catherine Shamel,2,0,0,0,2
Calhoun,Dr. Rhine Park,U.S. House,4,DEM,Hayden Catherine Shamel,3,0,0,0,3
Calhoun,Hampton Rural,U.S. House,4,DEM,Hayden Catherine Shamel,0,0,0,0,0
Calhoun,Hampton City,U.S. House,4,DEM,Hayden Catherine Shamel,62,1,2,37,22
Calhoun,Hampton South Rural,U.S. House,4,DEM,Hayden Catherine Shamel,0,0,0,0,0
Calhoun,Hampton South City,U.S. House,4,DEM,Hayden Catherine Shamel,95,5,0,51,39
Calhoun,Thornton Rural,U.S. House,4,REP,Representative Bruce Westerman,73,0,0,26,47
Calhoun,Thornton City,U.S. House,4,REP,Representative Bruce Westerman,56,0,1,6,49
Calhoun,Chambersville,U.S. House,4,REP,Representative Bruce Westerman,85,0,2,11,72
Calhoun,Chambersville West,U.S. House,4,REP,Representative Bruce Westerman,16,0,0,3,13
Calhoun,Tinsman Rural,U.S. House,4,REP,Representative Bruce Westerman,47,0,0,12,35
Calhoun,Tinsman West,U.S. House,4,REP,Representative Bruce Westerman,73,2,1,39,31
Calhoun,Tinsman City,U.S. House,4,REP,Representative Bruce Westerman,16,0,0,1,15
Calhoun,Watson Addition,U.S. House,4,REP,Representative Bruce Westerman,51,0,0,32,19
Calhoun,Harrell Rural 8,U.S. House,4,REP,Representative Bruce Westerman,74,0,0,46,28
Calhoun,Harrell Rural 7,U.S. House,4,REP,Representative Bruce Westerman,9,3,0,6,0
Calhoun,Harrell City,U.S. House,4,REP,Representative Bruce Westerman,57,3,0,34,20
Calhoun,Champagnolle,U.S. House,4,REP,Representative Bruce Westerman,185,3,2,101,79
Calhoun,Locust,U.S. House,4,REP,Representative Bruce Westerman,141,3,1,19,118
Calhoun,Woodberry,U.S. House,4,REP,Representative Bruce Westerman,98,1,0,47,50
Calhoun,Locust North,U.S. House,4,REP,Representative Bruce Westerman,24,0,1,3,20
Calhoun,Dr. Rhine Park,U.S. House,4,REP,Representative Bruce Westerman,19,0,0,2,17
Calhoun,Hampton Rural,U.S. House,4,REP,Representative Bruce Westerman,3,0,0,3,0
Calhoun,Hampton City,U.S. House,4,REP,Representative Bruce Westerman,163,4,1,108,50
Calhoun,Hampton South Rural,U.S. House,4,REP,Representative Bruce Westerman,15,1,0,11,3
Calhoun,Hampton South City,U.S. House,4,REP,Representative Bruce Westerman,63,2,0,35,26
Calhoun,Thornton Rural,U.S. House,4,LIB,Tom Canada,0,0,0,0,0
Calhoun,Thornton City,U.S. House,4,LIB,Tom Canada,1,0,0,0,1
Calhoun,Chambersville,U.S. House,4,LIB,Tom Canada,2,0,0,0,2
Calhoun,Chambersville West,U.S. House,4,LIB,Tom Canada,0,0,0,0,0
Calhoun,Tinsman Rural,U.S. House,4,LIB,Tom Canada,1,0,0,0,1
Calhoun,Tinsman West,U.S. House,4,LIB,Tom Canada,1,0,0,1,0
Calhoun,Tinsman City,U.S. House,4,LIB,Tom Canada,2,0,0,0,2
Calhoun,Watson Addition,U.S. House,4,LIB,Tom Canada,0,0,0,0,0
Calhoun,Harrell Rural 8,U.S. House,4,LIB,Tom Canada,0,0,0,0,0
Calhoun,Harrell Rural 7,U.S. House,4,LIB,Tom Canada,0,0,0,0,0
Calhoun,Harrell City,U.S. House,4,LIB,Tom Canada,3,0,0,1,2
Calhoun,Champagnolle,U.S. House,4,LIB,Tom Canada,3,0,0,1,2
Calhoun,Locust,U.S. House,4,LIB,Tom Canada,7,0,0,1,6
Calhoun,Woodberry,U.S. House,4,LIB,Tom Canada,1,0,0,0,1
Calhoun,Locust North,U.S. House,4,LIB,Tom Canada,1,0,0,1,0
Calhoun,Dr. Rhine Park,U.S. House,4,LIB,Tom Canada,2,0,0,0,2
Calhoun,Hampton Rural,U.S. House,4,LIB,Tom Canada,0,0,0,0,0
Calhoun,Hampton City,U.S. House,4,LIB,Tom Canada,2,0,0,1,1
Calhoun,Hampton South Rural,U.S. House,4,LIB,Tom Canada,0,0,0,0,0
Calhoun,Hampton South City,U.S. House,4,LIB,Tom Canada,2,0,0,1,1
Calhoun,Thornton Rural,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Thornton City,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Chambersville,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Chambersville West,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Tinsman Rural,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Tinsman West,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Tinsman City,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Watson Addition,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Harrell Rural 8,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Harrell Rural 7,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Harrell City,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Champagnolle,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Locust,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Woodberry,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Locust North,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Dr. Rhine Park,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Hampton Rural,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Hampton City,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Hampton South Rural,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Hampton South City,U.S. House,4,NON,Write-In,0,0,0,0,0
Calhoun,Thornton Rural,Governor,,REP,Governor Asa Hutchinson,73,0,0,26,47
Calhoun,Thornton City,Governor,,REP,Governor Asa Hutchinson,63,0,1,6,56
Calhoun,Chambersville,Governor,,REP,Governor Asa Hutchinson,85,0,3,11,71
Calhoun,Chambersville West,Governor,,REP,Governor Asa Hutchinson,18,0,0,3,15
Calhoun,Tinsman Rural,Governor,,REP,Governor Asa Hutchinson,41,0,0,11,30
Calhoun,Tinsman West,Governor,,REP,Governor Asa Hutchinson,76,2,1,40,33
Calhoun,Tinsman City,Governor,,REP,Governor Asa Hutchinson,15,0,0,1,14
Calhoun,Watson Addition,Governor,,REP,Governor Asa Hutchinson,58,0,0,37,21
Calhoun,Harrell Rural 8,Governor,,REP,Governor Asa Hutchinson,83,0,0,51,32
Calhoun,Harrell Rural 7,Governor,,REP,Governor Asa Hutchinson,10,3,0,7,0
Calhoun,Harrell City,Governor,,REP,Governor Asa Hutchinson,61,3,0,38,20
Calhoun,Champagnolle,Governor,,REP,Governor Asa Hutchinson,194,3,3,105,83
Calhoun,Locust,Governor,,REP,Governor Asa Hutchinson,142,2,1,19,120
Calhoun,Woodberry,Governor,,REP,Governor Asa Hutchinson,101,1,0,49,51
Calhoun,Locust North,Governor,,REP,Governor Asa Hutchinson,25,0,1,4,20
Calhoun,Dr. Rhine Park,Governor,,REP,Governor Asa Hutchinson,22,0,0,2,20
Calhoun,Hampton Rural,Governor,,REP,Governor Asa Hutchinson,3,0,0,3,0
Calhoun,Hampton City,Governor,,REP,Governor Asa Hutchinson,180,5,1,116,58
Calhoun,Hampton South Rural,Governor,,REP,Governor Asa Hutchinson,15,1,0,11,3
Calhoun,Hampton South City,Governor,,REP,Governor Asa Hutchinson,70,2,0,38,30
Calhoun,Thornton Rural,Governor,,DEM,Jared K. Henderson,3,0,0,2,1
Calhoun,Thornton City,Governor,,DEM,Jared K. Henderson,56,0,0,3,53
Calhoun,Chambersville,Governor,,DEM,Jared K. Henderson,20,0,0,0,20
Calhoun,Chambersville West,Governor,,DEM,Jared K. Henderson,3,0,0,1,2
Calhoun,Tinsman Rural,Governor,,DEM,Jared K. Henderson,14,0,0,2,12
Calhoun,Tinsman West,Governor,,DEM,Jared K. Henderson,8,0,0,7,1
Calhoun,Tinsman City,Governor,,DEM,Jared K. Henderson,7,0,0,0,7
Calhoun,Watson Addition,Governor,,DEM,Jared K. Henderson,6,0,0,5,1
Calhoun,Harrell Rural 8,Governor,,DEM,Jared K. Henderson,28,0,0,8,20
Calhoun,Harrell Rural 7,Governor,,DEM,Jared K. Henderson,5,1,0,3,1
Calhoun,Harrell City,Governor,,DEM,Jared K. Henderson,34,1,0,16,17
Calhoun,Champagnolle,Governor,,DEM,Jared K. Henderson,42,0,0,30,12
Calhoun,Locust,Governor,,DEM,Jared K. Henderson,41,2,0,11,28
Calhoun,Woodberry,Governor,,DEM,Jared K. Henderson,19,0,1,10,8
Calhoun,Locust North,Governor,,DEM,Jared K. Henderson,2,0,0,0,2
Calhoun,Dr. Rhine Park,Governor,,DEM,Jared K. Henderson,1,0,0,0,1
Calhoun,Hampton Rural,Governor,,DEM,Jared K. Henderson,0,0,0,0,0
Calhoun,Hampton City,Governor,,DEM,Jared K. Henderson,45,0,2,29,14
Calhoun,Hampton South Rural,Governor,,DEM,Jared K. Henderson,1,0,0,1,0
Calhoun,Hampton South City,Governor,,DEM,Jared K. Henderson,88,5,0,46,37
Calhoun,Thornton Rural,Governor,,LIB,Mark West,0,0,0,0,0
Calhoun,Thornton City,Governor,,LIB,Mark West,0,0,0,0,0
Calhoun,Chambersville,Governor,,LIB,Mark West,4,0,0,0,4
Calhoun,Chambersville West,Governor,,LIB,Mark West,0,0,0,0,0
Calhoun,Tinsman Rural,Governor,,LIB,Mark West,3,0,0,0,3
Calhoun,Tinsman West,Governor,,LIB,Mark West,1,0,0,1,0
Calhoun,Tinsman City,Governor,,LIB,Mark West,1,0,0,0,1
Calhoun,Watson Addition,Governor,,LIB,Mark West,0,0,0,0,0
Calhoun,Harrell Rural 8,Governor,,LIB,Mark West,2,0,0,1,1
Calhoun,Harrell Rural 7,Governor,,LIB,Mark West,0,0,0,0,0
Calhoun,Harrell City,Governor,,LIB,Mark West,3,1,0,1,1
Calhoun,Champagnolle,Governor,,LIB,Mark West,4,0,0,2,2
Calhoun,Locust,Governor,,LIB,Mark West,4,0,0,0,4
Calhoun,Woodberry,Governor,,LIB,Mark West,1,0,0,0,1
Calhoun,Locust North,Governor,,LIB,Mark West,0,0,0,0,0
Calhoun,Dr. Rhine Park,Governor,,LIB,Mark West,1,0,0,0,1
Calhoun,Hampton Rural,Governor,,LIB,Mark West,0,0,0,0,0
Calhoun,Hampton City,Governor,,LIB,Mark West,2,0,0,1,1
Calhoun,Hampton South Rural,Governor,,LIB,Mark West,0,0,0,0,0
Calhoun,Hampton South City,Governor,,LIB,Mark West,7,0,0,4,3
Calhoun,Thornton Rural,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,73,0,0,26,47
Calhoun,Thornton City,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,58,0,1,6,51
Calhoun,Chambersville,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,84,0,2,11,71
Calhoun,Chambersville West,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,17,0,0,3,14
Calhoun,Tinsman Rural,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,49,0,0,12,37
Calhoun,Tinsman West,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,77,2,1,41,33
Calhoun,Tinsman City,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,16,0,0,1,15
Calhoun,Watson Addition,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,52,0,0,32,20
Calhoun,Harrell Rural 8,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,75,0,0,46,29
Calhoun,Harrell Rural 7,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,11,3,0,8,0
Calhoun,Harrell City,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,60,4,0,35,21
Calhoun,Champagnolle,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,191,3,2,106,80
Calhoun,Locust,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,142,1,1,19,121
Calhoun,Woodberry,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,100,1,0,46,53
Calhoun,Locust North,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,24,0,1,3,20
Calhoun,Dr. Rhine Park,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,20,0,0,2,18
Calhoun,Hampton Rural,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,3,0,0,3,0
Calhoun,Hampton City,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,166,4,1,107,54
Calhoun,Hampton South Rural,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,16,1,0,12,3
Calhoun,Hampton South City,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,69,2,0,37,30
Calhoun,Thornton Rural,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Calhoun,Thornton City,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,0,1
Calhoun,Chambersville,Lieutenant Governor,,LIB,Frank Gilbert,3,0,0,0,3
Calhoun,Chambersville West,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Calhoun,Tinsman Rural,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Calhoun,Tinsman West,Lieutenant Governor,,LIB,Frank Gilbert,2,0,0,1,1
Calhoun,Tinsman City,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,0,1
Calhoun,Watson Addition,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,1,0
Calhoun,Harrell Rural 8,Lieutenant Governor,,LIB,Frank Gilbert,2,0,0,0,2
Calhoun,Harrell Rural 7,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Calhoun,Harrell City,Lieutenant Governor,,LIB,Frank Gilbert,3,0,0,1,2
Calhoun,Champagnolle,Lieutenant Governor,,LIB,Frank Gilbert,4,0,0,2,2
Calhoun,Locust,Lieutenant Governor,,LIB,Frank Gilbert,6,0,0,0,6
Calhoun,Woodberry,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,0,1
Calhoun,Locust North,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,1,0
Calhoun,Dr. Rhine Park,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,0,1
Calhoun,Hampton Rural,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Calhoun,Hampton City,Lieutenant Governor,,LIB,Frank Gilbert,5,1,0,2,2
Calhoun,Hampton South Rural,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Calhoun,Hampton South City,Lieutenant Governor,,LIB,Frank Gilbert,7,0,0,5,2
Calhoun,Thornton Rural,Lieutenant Governor,,DEM,Anthony Bland,3,0,0,2,1
Calhoun,Thornton City,Lieutenant Governor,,DEM,Anthony Bland,60,0,0,3,57
Calhoun,Chambersville,Lieutenant Governor,,DEM,Anthony Bland,23,0,1,0,22
Calhoun,Chambersville West,Lieutenant Governor,,DEM,Anthony Bland,4,0,0,1,3
Calhoun,Tinsman Rural,Lieutenant Governor,,DEM,Anthony Bland,9,0,0,1,8
Calhoun,Tinsman West,Lieutenant Governor,,DEM,Anthony Bland,8,0,0,7,1
Calhoun,Tinsman City,Lieutenant Governor,,DEM,Anthony Bland,6,0,0,0,6
Calhoun,Watson Addition,Lieutenant Governor,,DEM,Anthony Bland,9,0,0,8,1
Calhoun,Harrell Rural 8,Lieutenant Governor,,DEM,Anthony Bland,33,0,0,13,20
Calhoun,Harrell Rural 7,Lieutenant Governor,,DEM,Anthony Bland,4,1,0,2,1
Calhoun,Harrell City,Lieutenant Governor,,DEM,Anthony Bland,35,1,0,18,16
Calhoun,Champagnolle,Lieutenant Governor,,DEM,Anthony Bland,43,0,1,28,14
Calhoun,Locust,Lieutenant Governor,,DEM,Anthony Bland,37,3,0,11,23
Calhoun,Woodberry,Lieutenant Governor,,DEM,Anthony Bland,20,0,1,13,6
Calhoun,Locust North,Lieutenant Governor,,DEM,Anthony Bland,2,0,0,0,2
Calhoun,Dr. Rhine Park,Lieutenant Governor,,DEM,Anthony Bland,3,0,0,0,3
Calhoun,Hampton Rural,Lieutenant Governor,,DEM,Anthony Bland,0,0,0,0,0
Calhoun,Hampton City,Lieutenant Governor,,DEM,Anthony Bland,55,0,2,37,16
Calhoun,Hampton South Rural,Lieutenant Governor,,DEM,Anthony Bland,0,0,0,0,0
Calhoun,Hampton South City,Lieutenant Governor,,DEM,Anthony Bland,87,5,0,45,37
Calhoun,Thornton Rural,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0
Calhoun,Thornton City,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0
Calhoun,Chambersville,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0
Calhoun,Chambersville West,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0
Calhoun,Tinsman Rural,Attorney General,,LIB,Kerry Hicks,1,0,0,0,1
Calhoun,Tinsman West,Attorney General,,LIB,Kerry Hicks,3,0,0,2,1
Calhoun,Tinsman City,Attorney General,,LIB,Kerry Hicks,2,0,0,0,2
Calhoun,Watson Addition,Attorney General,,LIB,Kerry Hicks,1,0,0,1,0
Calhoun,Harrell Rural 8,Attorney General,,LIB,Kerry Hicks,1,0,0,0,1
Calhoun,Harrell Rural 7,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0
Calhoun,Harrell City,Attorney General,,LIB,Kerry Hicks,7,0,0,4,3
Calhoun,Champagnolle,Attorney General,,LIB,Kerry Hicks,2,0,0,1,1
Calhoun,Locust,Attorney General,,LIB,Kerry Hicks,7,1,0,0,6
Calhoun,Woodberry,Attorney General,,LIB,Kerry Hicks,2,0,0,1,1
Calhoun,Locust North,Attorney General,,LIB,Kerry Hicks,1,0,0,0,1
Calhoun,Dr. Rhine Park,Attorney General,,LIB,Kerry Hicks,1,0,0,0,1
Calhoun,Hampton Rural,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0
Calhoun,Hampton City,Attorney General,,LIB,Kerry Hicks,2,0,0,0,2
Calhoun,Hampton South Rural,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0
Calhoun,Hampton South City,Attorney General,,LIB,Kerry Hicks,4,0,0,3,1
Calhoun,Thornton Rural,Attorney General,,REP,Attorney General Leslie Rutledge,72,0,0,26,46
Calhoun,Thornton City,Attorney General,,REP,Attorney General Leslie Rutledge,54,0,1,5,48
Calhoun,Chambersville,Attorney General,,REP,Attorney General Leslie Rutledge,89,0,2,11,76
Calhoun,Chambersville West,Attorney General,,REP,Attorney General Leslie Rutledge,17,0,0,3,14
Calhoun,Tinsman Rural,Attorney General,,REP,Attorney General Leslie Rutledge,45,0,0,10,35
Calhoun,Tinsman West,Attorney General,,REP,Attorney General Leslie Rutledge,76,2,1,41,32
Calhoun,Tinsman City,Attorney General,,REP,Attorney General Leslie Rutledge,14,0,0,0,14
Calhoun,Watson Addition,Attorney General,,REP,Attorney General Leslie Rutledge,50,0,0,30,20
Calhoun,Harrell Rural 8,Attorney General,,REP,Attorney General Leslie Rutledge,74,0,0,46,28
Calhoun,Harrell Rural 7,Attorney General,,REP,Attorney General Leslie Rutledge,11,3,0,8,0
Calhoun,Harrell City,Attorney General,,REP,Attorney General Leslie Rutledge,55,3,0,31,21
Calhoun,Champagnolle,Attorney General,,REP,Attorney General Leslie Rutledge,185,3,2,105,75
Calhoun,Locust,Attorney General,,REP,Attorney General Leslie Rutledge,135,1,1,19,114
Calhoun,Woodberry,Attorney General,,REP,Attorney General Leslie Rutledge,98,1,0,46,51
Calhoun,Locust North,Attorney General,,REP,Attorney General Leslie Rutledge,24,0,1,4,19
Calhoun,Dr. Rhine Park,Attorney General,,REP,Attorney General Leslie Rutledge,20,0,0,2,18
Calhoun,Hampton Rural,Attorney General,,REP,Attorney General Leslie Rutledge,3,0,0,3,0
Calhoun,Hampton City,Attorney General,,REP,Attorney General Leslie Rutledge,165,5,1,106,53
