county,precinct,office,district,party,candidate,votes,absentee,early_vote,election_day
Baxter,1-1,U.S. Congress District 1,,LIB,Elvis Presley,4,0,2,2
Baxter,1-2,U.S. Congress District 1,,LIB,Elvis Presley,13,1,5,7
Baxter,1-3,U.S. Congress District 1,,LIB,Elvis Presley,9,1,4,4
Baxter,2-1,U.S. Congress District 1,,LIB,Elvis Presley,12,0,8,4
Baxter,2-2,U.S. Congress District 1,,LIB,Elvis Presley,14,1,8,5
Baxter,2-3,U.S. Congress District 1,,LIB,Elvis Presley,8,0,4,4
Baxter,3-1,U.S. Congress District 1,,LIB,Elvis Presley,10,0,4,6
Baxter,3-2,U.S. Congress District 1,,LIB,Elvis Presley,6,0,0,6
Baxter,3-3,U.S. Congress District 1,,LIB,Elvis Presley,19,0,11,8
Baxter,3-4,U.S. Congress District 1,,LIB,Elvis Presley,5,0,1,4
Baxter,4-1,U.S. Congress District 1,,LIB,Elvis Presley,19,1,13,5
Baxter,4-2,U.S. Congress District 1,,LIB,Elvis Presley,7,0,4,3
Baxter,5-1,U.S. Congress District 1,,LIB,Elvis Presley,6,0,3,3
Baxter,5-2,U.S. Congress District 1,,LIB,Elvis Presley,4,0,2,2
Baxter,5-3,U.S. Congress District 1,,LIB,Elvis Presley,3,0,0,3
Baxter,5-4,U.S. Congress District 1,,LIB,Elvis Presley,7,0,4,3
Baxter,6-1,U.S. Congress District 1,,LIB,Elvis Presley,20,2,9,9
Baxter,6-2,U.S. Congress District 1,,LIB,Elvis Presley,9,0,5,4
Baxter,6-3,U.S. Congress District 1,,LIB,Elvis Presley,4,0,1,3
Baxter,7-1,U.S. Congress District 1,,LIB,Elvis Presley,11,0,5,6
Baxter,7-2,U.S. Congress District 1,,LIB,Elvis Presley,9,0,4,5
Baxter,7-3,U.S. Congress District 1,,LIB,Elvis Presley,5,0,1,4
Baxter,8-1,U.S. Congress District 1,,LIB,Elvis Presley,18,0,11,7
Baxter,8-2,U.S. Congress District 1,,LIB,Elvis Presley,4,0,1,3
Baxter,8-3,U.S. Congress District 1,,LIB,Elvis Presley,3,0,1,2
Baxter,8-4,U.S. Congress District 1,,LIB,Elvis Presley,7,0,2,5
Baxter,8-5,U.S. Congress District 1,,LIB,Elvis Presley,4,0,2,2
Baxter,9-1,U.S. Congress District 1,,LIB,Elvis Presley,11,0,7,4
Baxter,9-2,U.S. Congress District 1,,LIB,Elvis Presley,13,2,6,5
Baxter,9-3,U.S. Congress District 1,,LIB,Elvis Presley,4,0,0,4
Baxter,9-4,U.S. Congress District 1,,LIB,Elvis Presley,3,0,0,3
Baxter,10-1,U.S. Congress District 1,,LIB,Elvis Presley,15,1,4,10
Baxter,10-2,U.S. Congress District 1,,LIB,Elvis Presley,18,0,4,14
Baxter,10-3,U.S. Congress District 1,,LIB,Elvis Presley,6,0,2,4
Baxter,11-1,U.S. Congress District 1,,LIB,Elvis Presley,6,0,2,4
Baxter,11-2,U.S. Congress District 1,,LIB,Elvis Presley,13,0,5,8
Baxter,11-3,U.S. Congress District 1,,LIB,Elvis Presley,9,0,3,6
Baxter,11-4,U.S. Congress District 1,,LIB,Elvis Presley,2,0,0,2
Baxter,11-5,U.S. Congress District 1,,LIB,Elvis Presley,2,0,0,2
Baxter,11-6,U.S. Congress District 1,,LIB,Elvis Presley,2,0,0,2
Baxter,11-7,U.S. Congress District 1,,LIB,Elvis Presley,2,0,0,2
Baxter,11-8,U.S. Congress District 1,,LIB,Elvis Presley,4,0,1,3
Baxter,11-9,U.S. Congress District 1,,LIB,Elvis Presley,4,0,0,4
Baxter,1-1,U.S. Congress District 1,,DEM,Chintan Desai,93,4,48,41
Baxter,1-2,U.S. Congress District 1,,DEM,Chintan Desai,107,8,54,45
Baxter,1-3,U.S. Congress District 1,,DEM,Chintan Desai,90,5,51,34
Baxter,2-1,U.S. Congress District 1,,DEM,Chintan Desai,87,0,75,12
Baxter,2-2,U.S. Congress District 1,,DEM,Chintan Desai,85,3,55,27
Baxter,2-3,U.S. Congress District 1,,DEM,Chintan Desai,72,4,50,18
Baxter,3-1,U.S. Congress District 1,,DEM,Chintan Desai,59,0,37,22
Baxter,3-2,U.S. Congress District 1,,DEM,Chintan Desai,39,2,11,26
Baxter,3-3,U.S. Congress District 1,,DEM,Chintan Desai,154,3,107,44
Baxter,3-4,U.S. Congress District 1,,DEM,Chintan Desai,32,0,10,22
Baxter,4-1,U.S. Congress District 1,,DEM,Chintan Desai,212,11,142,59
Baxter,4-2,U.S. Congress District 1,,DEM,Chintan Desai,95,3,63,29
Baxter,5-1,U.S. Congress District 1,,DEM,Chintan Desai,106,6,62,38
Baxter,5-2,U.S. Congress District 1,,DEM,Chintan Desai,109,3,78,28
Baxter,5-3,U.S. Congress District 1,,DEM,Chintan Desai,11,0,4,7
Baxter,5-4,U.S. Congress District 1,,DEM,Chintan Desai,54,7,33,14
Baxter,6-1,U.S. Congress District 1,,DEM,Chintan Desai,180,6,141,33
Baxter,6-2,U.S. Congress District 1,,DEM,Chintan Desai,81,4,61,16
Baxter,6-3,U.S. Congress District 1,,DEM,Chintan Desai,41,0,28,13
Baxter,7-1,U.S. Congress District 1,,DEM,Chintan Desai,181,9,132,40
Baxter,7-2,U.S. Congress District 1,,DEM,Chintan Desai,77,4,59,14
Baxter,7-3,U.S. Congress District 1,,DEM,Chintan Desai,54,2,30,22
Baxter,8-1,U.S. Congress District 1,,DEM,Chintan Desai,175,2,123,50
Baxter,8-2,U.S. Congress District 1,,DEM,Chintan Desai,23,1,7,15
Baxter,8-3,U.S. Congress District 1,,DEM,Chintan Desai,27,0,14,13
Baxter,8-4,U.S. Congress District 1,,DEM,Chintan Desai,54,4,22,28
Baxter,8-5,U.S. Congress District 1,,DEM,Chintan Desai,19,0,12,7
Baxter,9-1,U.S. Congress District 1,,DEM,Chintan Desai,125,4,72,49
