county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee,provisional
Jefferson,02,U.S. Congress District 1,,LIB,Elvis Presley,1,1,0,0,0
Jefferson,03,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0
Jefferson,06,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0
Jefferson,07,U.S. Congress District 1,,LIB,Elvis Presley,1,1,0,0,0
Jefferson,09,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0
Jefferson,010,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0
Jefferson,510,U.S. Congress District 1,,LIB,Elvis Presley,4,3,1,0,0
Jefferson,530,U.S. Congress District 1,,LIB,Elvis Presley,1,1,0,0,0
Jefferson,900,U.S. Congress District 1,,LIB,Elvis Presley,3,3,0,0,0
Jefferson,Absentee,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0
Jefferson,02,U.S. Congress District 1,,DEM,Chintan Desai,59,46,13,0,0
Jefferson,03,U.S. Congress District 1,,DEM,Chintan Desai,2,2,0,0,0
Jefferson,06,U.S. Congress District 1,,DEM,Chintan Desai,2,2,0,0,0
Jefferson,07,U.S. Congress District 1,,DEM,Chintan Desai,12,11,1,0,0
Jefferson,09,U.S. Congress District 1,,DEM,Chintan Desai,0,0,0,0,0
Jefferson,010,U.S. Congress District 1,,DEM,Chintan Desai,1,1,0,0,0
Jefferson,510,U.S. Congress District 1,,DEM,Chintan Desai,37,33,4,0,0
Jefferson,530,U.S. Congress District 1,,DEM,Chintan Desai,6,5,1,0,0
Jefferson,900,U.S. Congress District 1,,DEM,Chintan Desai,86,75,11,0,0
Jefferson,Absentee,U.S. Congress District 1,,DEM,Chintan Desai,2,0,0,2,0
Jefferson,02,U.S. Congress District 1,,REP,Congressman Rick Crawford,9,6,3,0,0
Jefferson,03,U.S. Congress District 1,,REP,Congressman Rick Crawford,13,13,0,0,0
Jefferson,06,U.S. Congress District 1,,REP,Congressman Rick Crawford,0,0,0,0,0
Jefferson,07,U.S. Congress District 1,,REP,Congressman Rick Crawford,8,7,1,0,0
Jefferson,09,U.S. Congress District 1,,REP,Congressman Rick Crawford,17,17,0,0,0
Jefferson,010,U.S. Congress District 1,,REP,Congressman Rick Crawford,18,14,4,0,0
Jefferson,510,U.S. Congress District 1,,REP,Congressman Rick Crawford,16,15,1,0,0
Jefferson,530,U.S. Congress District 1,,REP,Congressman Rick Crawford,16,16,0,0,0
Jefferson,900,U.S. Congress District 1,,REP,Congressman Rick Crawford,15,15,0,0,0
Jefferson,Absentee,U.S. Congress District 1,,REP,Congressman Rick Crawford,1,0,0,1,0
Jefferson,01,U.S. Congress District 4,,LIB,Tom Canada,5,2,3,0,0
