county,precinct,office,district,party,candidate,votes,absentee,provisional,early_vote,election_day
Cleburne,NORTH CADRON INSIDE-002,U.S. Congress District 1,,REP,Congressman Rick Crawford,81,2,0,21,58
Cleburne,NORTH CADRON OUTSIDE-003,U.S. Congress District 1,,REP,Congressman Rick Crawford,169,0,0,53,116
Cleburne,SOUTH CADRON INSIDE-004,U.S. Congress District 1,,REP,Congressman Rick Crawford,119,0,0,37,82
Cleburne,SOUTH CADRON OUTSIDE-005,U.S. Congress District 1,,REP,Congressman Rick Crawford,176,3,0,63,110
Cleburne,CALIFORNIA-006,U.S. Congress District 1,,REP,Congressman Rick Crawford,123,0,0,15,108
Cleburne,CENTER POST-007,U.S. Congress District 1,,REP,Congressman Rick Crawford,231,0,0,124,107
Cleburne,CLAYTON-008,U.S. Congress District 1,,REP,Congressman Rick Crawford,331,2,0,147,182
Cleburne,FRANCIS-009,U.S. Congress District 1,,REP,Congressman Rick Crawford,243,8,0,94,141
Cleburne,GRASSEY INSIDE-010,U.S. Congress District 1,,REP,Congressman Rick Crawford,71,2,0,11,58
Cleburne,GRASSEY OUTSIDE-011,U.S. Congress District 1,,REP,Congressman Rick Crawford,184,0,0,31,153
Cleburne,GREERS FERRY GILES-012,U.S. Congress District 1,,REP,Congressman Rick Crawford,268,6,0,58,204
Cleburne,GILES-013,U.S. Congress District 1,,REP,Congressman Rick Crawford,198,2,0,51,145
Cleburne,HEALING SPRINGS-014,U.S. Congress District 1,,REP,Congressman Rick Crawford,280,4,0,59,217
Cleburne,HEBER SPRINGS WARD 1-015,U.S. Congress District 1,,REP,Congressman Rick Crawford,413,7,0,271,135
Cleburne,HEBER SPRINGS WARD 2-016,U.S. Congress District 1,,REP,Congressman Rick Crawford,431,6,0,282,143
Cleburne,HEBER SPRINGS WARD 3-017,U.S. Congress District 1,,REP,Congressman Rick Crawford,571,13,0,370,188
Cleburne,HEBER SPRINGS WARD 4-018,U.S. Congress District 1,,REP,Congressman Rick Crawford,486,13,0,269,204
Cleburne,HEBER SPRINGS OUTSIDE-019,U.S. Congress District 1,,REP,Congressman Rick Crawford,981,12,0,614,355
Cleburne,MCJESTER-020,U.S. Congress District 1,,REP,Congressman Rick Crawford,117,1,0,52,64
Cleburne,MORGAN OUTSIDE-021,U.S. Congress District 1,,REP,Congressman Rick Crawford,131,2,0,35,94
Cleburne,MOUNTAIN-022,U.S. Congress District 1,,REP,Congressman Rick Crawford,242,4,0,104,134
Cleburne,EAST PETER CREEK-023,U.S. Congress District 1,,REP,Congressman Rick Crawford,254,3,0,72,179
Cleburne,WEST PETER CREEK-024,U.S. Congress District 1,,REP,Congressman Rick Crawford,361,7,0,158,196
