county,precinct,office,district,party,candidate,votes,absentee,provisional,early_vote,election_day
Cross,WYNNE WARD 1,U.S. House,1,REP,Congressman Rick Crawford,347,21,4,258,64
Cross,WYNNE WARD 2,U.S. House,1,REP,Congressman Rick Crawford,447,11,7,339,90
Cross,WYNNE WARD 3,U.S. House,1,REP,Congressman Rick Crawford,148,8,2,104,34
Cross,WYNNE WARD 4,U.S. House,1,REP,Congressman Rick Crawford,119,1,0,97,21
Cross,WYNNE WARD 5,U.S. House,1,REP,Congressman Rick Crawford,666,10,1,537,118
Cross,Wynne Township,U.S. House,1,REP,Congressman Rick Crawford,464,6,1,348,109
Cross,Smith,U.S. House,1,REP,Congressman Rick Crawford,567,3,4,445,115
Cross,Bedford,U.S. House,1,REP,Congressman Rick Crawford,139,1,1,88,49
Cross,Ellis,U.S. House,1,REP,Congressman Rick Crawford,152,3,1,60,88
Cross,Fair Oaks,U.S. House,1,REP,Congressman Rick Crawford,63,0,1,33,29
Cross,Brushy Lake,U.S. House,1,REP,Congressman Rick Crawford,77,1,0,25,51
Cross,Hickory Ridge City,U.S. House,1,REP,Congressman Rick Crawford,87,1,1,19,66
Cross,Hickory Ridge Township,U.S. House,1,REP,Congressman Rick Crawford,87,0,1,20,66
Cross,Cherry Valley City,U.S. House,1,REP,Congressman Rick Crawford,142,0,1,60,81
Cross,Mitchell,U.S. House,1,REP,Congressman Rick Crawford,141,0,0,51,90
Cross,"Bay Village, Birdeye",U.S. House,1,REP,Congressman Rick Crawford,94,0,0,50,44
Cross,Searcy,U.S. House,1,REP,Congressman Rick Crawford,373,9,2,160,202
Cross,Parkin Ward 1,U.S. House,1,REP,Congressman Rick Crawford,38,4,2,20,12
Cross,Parkin Ward 2,U.S. House,1,REP,Congressman Rick Crawford,26,2,2,13,9
Cross,Parkin Ward 3,U.S. House,1,REP,Congressman Rick Crawford,20,4,2,9,5
Cross,"Tyronza, Twist",U.S. House,1,REP,Congressman Rick Crawford,38,0,1,19,18
Cross,WYNNE WARD 1,U.S. House,1,DEM,Chintan Desai,97,8,1,76,12
Cross,WYNNE WARD 2,U.S. House,1,DEM,Chintan Desai,131,5,2,88,36
Cross,WYNNE WARD 3,U.S. House,1,DEM,Chintan Desai,161,7,2,93,59
Cross,WYNNE WARD 4,U.S. House,1,DEM,Chintan Desai,263,3,3,188,69
Cross,WYNNE WARD 5,U.S. House,1,DEM,Chintan Desai,145,5,0,106,34
Cross,Wynne Township,U.S. House,1,DEM,Chintan Desai,94,1,1,63,29
Cross,Smith,U.S. House,1,DEM,Chintan Desai,68,2,1,54,11
Cross,Bedford,U.S. House,1,DEM,Chintan Desai,32,2,0,18,12
Cross,Ellis,U.S. House,1,DEM,Chintan Desai,11,0,0,7,4
Cross,Fair Oaks,U.S. House,1,DEM,Chintan Desai,5,0,0,3,2
Cross,Brushy Lake,U.S. House,1,DEM,Chintan Desai,8,0,0,5,3
Cross,Hickory Ridge City,U.S. House,1,DEM,Chintan Desai,16,0,0,1,15
Cross,Hickory Ridge Township,U.S. House,1,DEM,Chintan Desai,9,0,0,6,3
Cross,Cherry Valley City,U.S. House,1,DEM,Chintan Desai,28,0,1,13,14
Cross,Mitchell,U.S. House,1,DEM,Chintan Desai,21,1,0,13,7
Cross,"Bay Village, Birdeye",U.S. House,1,DEM,Chintan Desai,32,0,0,17,15
Cross,Searcy,U.S. House,1,DEM,Chintan Desai,63,1,0,29,33
Cross,Parkin Ward 1,U.S. House,1,DEM,Chintan Desai,94,10,6,22,56
Cross,Parkin Ward 2,U.S. House,1,DEM,Chintan Desai,65,12,8,16,29
Cross,Parkin Ward 3,U.S. House,1,DEM,Chintan Desai,76,14,4,20,38
Cross,"Tyronza, Twist",U.S. House,1,DEM,Chintan Desai,22,1,0,10,11
Cross,WYNNE WARD 1,U.S. House,1,LIB,Elvis Presley,11,1,0,10,0
Cross,WYNNE WARD 2,U.S. House,1,LIB,Elvis Presley,10,0,0,7,3
Cross,WYNNE WARD 3,U.S. House,1,LIB,Elvis Presley,5,1,0,3,1
Cross,WYNNE WARD 4,U.S. House,1,LIB,Elvis Presley,7,1,0,2,4
Cross,WYNNE WARD 5,U.S. House,1,LIB,Elvis Presley,21,0,0,15,6
Cross,Wynne Township,U.S. House,1,LIB,Elvis Presley,8,0,0,5,3
Cross,Smith,U.S. House,1,LIB,Elvis Presley,9,0,1,7,1
Cross,Bedford,U.S. House,1,LIB,Elvis Presley,1,0,0,0,1
Cross,Ellis,U.S. House,1,LIB,Elvis Presley,4,0,1,2,1
Cross,Fair Oaks,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0
Cross,Brushy Lake,U.S. House,1,LIB,Elvis Presley,1,0,0,1,0
Cross,Hickory Ridge City,U.S. House,1,LIB,Elvis Presley,2,0,0,0,2
Cross,Hickory Ridge Township,U.S. House,1,LIB,Elvis Presley,2,0,0,0,2
Cross,Cherry Valley City,U.S. House,1,LIB,Elvis Presley,3,0,0,1,2
Cross,Mitchell,U.S. House,1,LIB,Elvis Presley,5,0,0,0,5
Cross,"Bay Village, Birdeye",U.S. House,1,LIB,Elvis Presley,2,0,0,1,1
Cross,Searcy,U.S. House,1,LIB,Elvis Presley,6,0,0,2,4
Cross,Parkin Ward 1,U.S. House,1,LIB,Elvis Presley,3,0,0,1,2
Cross,Parkin Ward 2,U.S. House,1,LIB,Elvis Presley,2,0,0,2,0
Cross,Parkin Ward 3,U.S. House,1,LIB,Elvis Presley,1,0,0,0,1
Cross,"Tyronza, Twist",U.S. House,1,LIB,Elvis Presley,1,0,0,0,1
Cross,WYNNE WARD 1,Governor,,DEM,Jared K. Henderson,105,9,1,85,10
Cross,WYNNE WARD 2,Governor,,DEM,Jared K. Henderson,136,5,2,92,37
Cross,WYNNE WARD 3,Governor,,DEM,Jared K. Henderson,165,9,1,96,59
Cross,WYNNE WARD 4,Governor,,DEM,Jared K. Henderson,266,2,3,192,69
Cross,WYNNE WARD 5,Governor,,DEM,Jared K. Henderson,165,4,0,126,35
Cross,Wynne Township,Governor,,DEM,Jared K. Henderson,91,1,1,55,34
Cross,Smith,Governor,,DEM,Jared K. Henderson,78,2,1,60,15
Cross,Bedford,Governor,,DEM,Jared K. Henderson,34,2,0,17,15
Cross,Ellis,Governor,,DEM,Jared K. Henderson,15,0,1,9,5
Cross,Fair Oaks,Governor,,DEM,Jared K. Henderson,7,0,1,2,4
Cross,Brushy Lake,Governor,,DEM,Jared K. Henderson,11,0,0,7,4
Cross,Hickory Ridge City,Governor,,DEM,Jared K. Henderson,14,0,0,1,13
Cross,Hickory Ridge Township,Governor,,DEM,Jared K. Henderson,13,0,0,9,4
Cross,Cherry Valley City,Governor,,DEM,Jared K. Henderson,29,0,0,13,16
Cross,Mitchell,Governor,,DEM,Jared K. Henderson,24,1,0,11,12
Cross,"Bay Village, Birdeye",Governor,,DEM,Jared K. Henderson,31,0,0,18,13
Cross,Searcy,Governor,,DEM,Jared K. Henderson,68,1,1,31,35
Cross,Parkin Ward 1,Governor,,DEM,Jared K. Henderson,88,9,5,19,55
Cross,Parkin Ward 2,Governor,,DEM,Jared K. Henderson,63,11,9,16,27
Cross,Parkin Ward 3,Governor,,DEM,Jared K. Henderson,72,9,4,20,39
Cross,"Tyronza, Twist",Governor,,DEM,Jared K. Henderson,23,1,1,9,12
Cross,WYNNE WARD 1,Governor,,REP,Governor Asa Hutchinson,332,20,4,244,64
Cross,WYNNE WARD 2,Governor,,REP,Governor Asa Hutchinson,433,10,6,328,89
Cross,WYNNE WARD 3,Governor,,REP,Governor Asa Hutchinson,138,7,2,97,32
Cross,WYNNE WARD 4,Governor,,REP,Governor Asa Hutchinson,111,2,0,86,23
Cross,WYNNE WARD 5,Governor,,REP,Governor Asa Hutchinson,641,11,1,520,109
Cross,Wynne Township,Governor,,REP,Governor Asa Hutchinson,461,6,1,350,104
Cross,Smith,Governor,,REP,Governor Asa Hutchinson,550,3,5,431,111
