county,precinct,office,district,party,candidate,votes,absentee,provisional,early_vote,election_day
Faulkner,01.01 4A,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,510,11,3,351,145
Faulkner,02 4B,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,376,8,0,287,81
Faulkner,03.01 4E,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,685,15,0,454,216
Faulkner,04.01 4D,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,257,3,0,170,84
Faulkner,05 4F,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,656,11,0,498,147
Faulkner,06.01 2B,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,422,2,3,318,99
Faulkner,07 2A,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,942,24,2,565,351
Faulkner,08 3B,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,204,1,1,160,42
Faulkner,09 3C-E,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,572,5,0,448,119
Faulkner,10 3A,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,707,12,0,526,169
Faulkner,11 4C,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,565,8,0,397,160
Faulkner,12  E Cadron A,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,712,5,1,467,239
Faulkner,13 E Cadron B,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,598,11,0,305,282
Faulkner,14 W Cadron,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,90,0,0,68,22
Faulkner,15 Benedict,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,158,0,0,116,42
Faulkner,16 Benton,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,138,2,0,46,90
Faulkner,17 Bristol,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,38,0,0,12,26
Faulkner,18 CA,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,323,1,0,152,170
Faulkner,19 Clifton,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,638,8,0,396,234
Faulkner,21 Vilonia,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,688,8,1,502,177
Faulkner,22 Cypress,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,484,4,0,355,125
Faulkner,23 Danley,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,448,9,0,326,113
Faulkner,24 Mayflower,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,344,1,0,251,92
Faulkner,25 Eagle,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,424,3,1,285,135
Faulkner,26 East Fork,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,513,1,0,314,198
Faulkner,27 Enola,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,113,0,0,51,62
Faulkner,28 Hardin,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,382,5,1,279,97
Faulkner,29.01 Hardin GB East,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,507,6,0,365,136
Faulkner,30 Harve,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,122,0,0,44,78
Faulkner,31 Matthews,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,158,4,0,93,61
Faulkner,32 Mountain,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,41,0,0,17,24
Faulkner,33 Mt. Vernon,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,87,1,0,14,72
