county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee
Independence,Ruddell Rural,U.S. House,1,Lib,Elvis Presley,7,2,5,0
Independence,Ashley,U.S. House,1,Lib,Elvis Presley,4,3,1,0
Independence,Barren,U.S. House,1,Lib,Elvis Presley,10,7,3,0
Independence,Big Bottom Wycough Logan,U.S. House,1,Lib,Elvis Presley,5,3,2,0
Independence,Cushman/Union,U.S. House,1,Lib,Elvis Presley,9,5,4,0
Independence,Departee,U.S. House,1,Lib,Elvis Presley,2,2,0,0
Independence,Dota,U.S. House,1,Lib,Elvis Presley,11,9,2,0
Independence,Fairview,U.S. House,1,Lib,Elvis Presley,5,4,1,0
Independence,Gainsboro,U.S. House,1,Lib,Elvis Presley,11,8,3,0
Independence,Greenbrier-Jamestown,U.S. House,1,Lib,Elvis Presley,0,0,0,0
Independence,Greenbrier-Locust Grove,U.S. House,1,Lib,Elvis Presley,3,3,0,0
Independence,Greenbrier-Desha,U.S. House,1,Lib,Elvis Presley,7,4,3,0
Independence,Hill,U.S. House,1,Lib,Elvis Presley,1,1,0,0
Independence,Huff,U.S. House,1,Lib,Elvis Presley,5,4,1,0
Independence,Jefferson,U.S. House,1,Lib,Elvis Presley,1,0,1,0
Independence,Liberty,U.S. House,1,Lib,Elvis Presley,2,0,2,0
Independence,Magness,U.S. House,1,Lib,Elvis Presley,4,2,2,0
Independence,Black River/Marshall,U.S. House,1,Lib,Elvis Presley,0,0,0,0
Independence,Oil Trough,U.S. House,1,Lib,Elvis Presley,7,5,2,0
Independence,Relief,U.S. House,1,Lib,Elvis Presley,4,2,2,0
Independence,Rosie,U.S. House,1,Lib,Elvis Presley,0,0,0,0
Independence,Salado,U.S. House,1,Lib,Elvis Presley,3,1,2,0
Independence,Washington,U.S. House,1,Lib,Elvis Presley,12,4,8,0
Independence,White River,U.S. House,1,Lib,Elvis Presley,9,3,6,0
Independence,McHue,U.S. House,1,Lib,Elvis Presley,25,8,16,1
Independence,Moorefield,U.S. House,1,Lib,Elvis Presley,12,6,6,0
Independence,Ruddell Ward 1,U.S. House,1,Lib,Elvis Presley,12,4,8,0
Independence,Moorefield Ward 1,U.S. House,1,Lib,Elvis Presley,11,3,8,0
Independence,Ruddell Ward 2,U.S. House,1,Lib,Elvis Presley,19,7,12,0
Independence,Ruddell Ward 3,U.S. House,1,Lib,Elvis Presley,8,5,3,0
Independence,Ruddell Ward 4,U.S. House,1,Lib,Elvis Presley,18,8,8,2
Independence,Moorefield Ward 4,U.S. House,1,Lib,Elvis Presley,3,1,2,0
Independence,"Big Bottom Wards 1,2,3",U.S. House,1,Lib,Elvis Presley,5,3,2,0
Independence,McHue 3,U.S. House,1,Lib,Elvis Presley,6,0,6,0
Independence,Ruddell Rural,U.S. House,1,Rep,Congressman Rick Crawford,315,124,186,5
Independence,Ashley,U.S. House,1,Rep,Congressman Rick Crawford,275,158,116,1
Independence,Barren,U.S. House,1,Rep,Congressman Rick Crawford,392,196,195,1
Independence,Big Bottom Wycough Logan,U.S. House,1,Rep,Congressman Rick Crawford,177,111,66,0
Independence,Cushman/Union,U.S. House,1,Rep,Congressman Rick Crawford,296,190,102,4
Independence,Departee,U.S. House,1,Rep,Congressman Rick Crawford,41,38,1,2
Independence,Dota,U.S. House,1,Rep,Congressman Rick Crawford,221,166,53,2
Independence,Fairview,U.S. House,1,Rep,Congressman Rick Crawford,270,173,96,1
Independence,Gainsboro,U.S. House,1,Rep,Congressman Rick Crawford,221,127,92,2
Independence,Greenbrier-Jamestown,U.S. House,1,Rep,Congressman Rick Crawford,68,29,39,0
Independence,Greenbrier-Locust Grove,U.S. House,1,Rep,Congressman Rick Crawford,128,65,63,0
Independence,Greenbrier-Desha,U.S. House,1,Rep,Congressman Rick Crawford,192,92,98,2
Independence,Hill,U.S. House,1,Rep,Congressman Rick Crawford,48,39,9,0
Independence,Huff,U.S. House,1,Rep,Congressman Rick Crawford,165,52,113,0
Independence,Jefferson,U.S. House,1,Rep,Congressman Rick Crawford,39,25,14,0
Independence,Liberty,U.S. House,1,Rep,Congressman Rick Crawford,222,124,89,9
Independence,Magness,U.S. House,1,Rep,Congressman Rick Crawford,130,88,41,1
